1927.7500333    -7.0656
1927.8333333    -19.0468
1927.9166333    -20.4609
1928.0000333    -16.7777
1928.0833333    -11.4787
1928.1666333    -2.2178
1928.2500333    8.3216
1928.3333333    1.3927
1928.4166333    -12.3056
1928.5000333    -24.8501
1928.5833333    -37.7795
1928.6666663    0.0
1928.7500333    -46.0235
1928.8333333    -43.1073
1928.9166333    -43.6529
1929.0000333    -37.9678
1929.0833333    -34.7445
1929.1666333    -34.3675
1929.2500333    -27.6061
1929.3333333    -25.8449
1929.4166333    -25.4686
1929.5000333    -16.5538
1929.5833333    -18.7163
1929.6666333    -9.3405
1929.7500333    -5.2725
1929.8333333    -2.8971
1929.9166333    -4.2142
1930.0000333    0.3917
1930.0833333    4.5358
1930.1666333    5.5258
1930.2500333    12.8234
1930.3333333    14.3516
1930.4166333    4.5718
1930.5000333    -1.0542
1930.5833333    -15.9882
1930.6666333    -10.9993
1930.7500333    -12.9336
1930.8333333    -7.7143
1930.9166333    -6.9568
1931.0000333    6.8007
1931.0833333    11.6348
1931.1666333    7.3148
1931.2500333    11.9948
1931.3333333    8.9821
1931.4166333    5.0462
1931.5000333    13.341
1931.5833333    -2.1337
1931.6666333    -3.4548
1931.7500333    0.6086
1931.8333333    5.2871
1931.9166333    3.504
1932.0000333    9.9514
1932.0833333    4.4755
1932.1666333    5.9995
1932.2500333    20.0617
1932.3333333    12.7391
1932.4166333    11.4163
1932.5000333    4.8627
1932.5833333    -5.2297
1932.6666333    -2.0916
1932.7500333    -3.9535
1932.8333333    -5.4311
1932.9166333    -3.1397
1933.0000333    -3.0791
1933.0833333    -2.6342
1933.1666333    -3.1895
1933.2500333    -8.7449
1933.3333333    -21.1467
1933.4166333    -26.8564
1933.5000333    -29.0277
1933.5833333    -35.0455
1933.6666333    -37.4481
1933.7500333    -38.8508
1933.8333333    -35.5614
1933.9166333    -33.2722
1934.0000333    -35.5986
1934.0833333    -28.4637
1934.1666333    -26.8674
1934.2500333    -5.8866
1934.3333333    3.1709
1934.4166333    18.9973
1934.5000333    24.2852
1934.5833333    28.9575
1934.6666333    23.0142
1934.7500333    24.1476
1934.8333333    21.127
1934.9166333    22.4139
1935.0000333    25.7007
1935.0833333    28.2179
1935.1666333    34.9658
1935.2500333    45.4058
1935.3333333    34.3071
1935.4166333    31.2082
1935.5000333    26.4169
1935.5833333    26.4715
1935.6666333    8.7567
1935.7500333    16.3494
1935.8333333    11.0957
1935.9166333    17.3034
1936.0000333    24.5878
1936.0833333    24.949
1936.1666333    23.7715
1936.2500333    20.1323
1936.3333333    10.4159
1936.4166333    12.4686
1936.5000333    -0.0942
1936.5833333    -1.2727
1936.6666333    -6.4514
1936.7500333    0.9083
1936.8333333    -1.4246
1936.9166333    5.0116
1937.0000333    10.2938
1937.0833333    6.1141
1937.1666333    9.7036
1937.2500333    9.5236
1937.3333333    8.1127
1937.4166333    -2.0677
1937.5000333    -5.8636
1937.5833333    -7.1982
1937.6666333    -13.2253
1937.7500333    -14.4833
1937.8333333    -16.5877
1937.9166333    -10.0769
1938.0000333    -6.9508
1938.0833333    -3.902
1938.1666333    -8.0071
1938.2500333    -2.1124
1938.3333333    11.4743
1938.4166333    10.2917
1938.5000333    22.1089
1938.5833333    15.8489
1938.6666333    14.5888
1938.7500333    6.1746
1938.8333333    5.2987
1938.9166333    3.5765
1939.0000333    4.3925
1939.0833333    3.593
1939.1666333    1.6394
1939.2500333    3.0702
1939.3333333    -4.4222
1939.4166333    -19.6841
1939.5000333    -33.4076
1939.5833333    -52.3622
1939.6666333    -60.0862
1939.7500333    -63.7333
1939.8333333    -67.0731
1939.9166333    -65.413
1940.0000333    -61.6762
1940.0833333    -62.8626
1940.1666333    -56.6647
1940.2500333    -59.0822
1940.3333333    -44.2693
1940.4166333    -40.8411
1940.5000333    -48.2593
1940.5833333    -54.3699
1940.6666333    -53.8654
1940.7500333    -41.3611
1940.8333333    -33.2415
1940.9166333    -20.0453
1940.9999663    0.0
1941.0833003    0.0
1941.1666333    -23.15
1941.2500333    -12.7237
1941.3333333    -22.7591
1941.4166663    0.0
1941.5000003    0.0
1941.5833333    -35.0974
1941.6666333    -38.0568
1941.7500333    -51.0931
1941.8333333    -57.3605
1941.9166333    -41.3973
1941.9999663    0.0
1942.0833003    0.0
1942.1666333    0.0
1942.2500333    -16.6233
1942.3333333    0.1851
1942.4166333    4.1471
1942.5000333    9.7244
1942.5833333    9.763
1942.6666333    13.7245
1942.7500333    8.532
1942.8333333    11.7238
1942.9166333    16.2232
1943.0000333    22.7994
1943.0833333    29.8368
1943.1666333    35.4125
1943.2500333    38.6035
1943.3333333    36.5634
1943.4166333    32.0617
1943.5000333    29.4059
1943.5833333    18.8268
1943.6666333    10.2475
1943.7500333    16.2835
1943.8333333    18.0885
1943.9166333    32.8932
1944.0000333    38.8517
1944.0833333    34.9638
1944.1666333    30.1526
1944.2499663    0.0
1944.3333003    0.0
1944.4166333    19.3334
1944.5000333    8.1368
1944.5833663    0.0
1944.6667003    0.0
1944.7500333    0.0
1944.8333333    1.2718
1944.9166333    1.7666
1945.0000333    -3.0464
1945.0833333    8.3711
1945.1666333    15.0961
1945.2500333    20.4363
1945.3333333    18.6224
1945.4166333    18.1161
1945.5000333    16.8404
1945.5833333    23.1798
1945.6666333    15.1344
1945.7500333    16.2427
1945.8333333    16.9662
1945.9166333    20.9203
1946.0000333    22.2588
1946.0833333    26.0586
1946.1666333    32.4736
1946.2500333    30.5039
1946.3333333    31.6877
1946.4166333    29.1022
1946.5000333    15.5934
1946.5833333    -4.1464
1946.6666333    -8.4248
1946.7500333    -4.7803
1946.8333333    -13.2899
1946.9166333    -16.6459
1947.0000333    -21.6173
1947.0833333    -29.2813
1947.1666333    -34.1763
1947.2500333    -47.7637
1947.3333333    -39.8129
1947.4166333    -46.17
1947.5000333    -42.8349
1947.5833333    -43.3462
1947.6666333    -33.1654
1947.7500333    -37.6001
1947.8333333    -39.8812
1947.9166333    -24.4702
1948.0000333    -16.2901
1948.0833333    -8.4948
1948.1666333    6.9156
1948.2500333    14.0182
1948.3333333    22.5821
1948.4166333    20.6074
1948.5000333    27.7864
1948.5833333    27.8112
1948.6666333    21.4513
1948.7500333    27.322
1948.8333333    26.1925
1948.9166333    30.755
1949.0000333    24.8559
1949.0833333    24.8027
1949.1666333    22.2109
1949.2500333    22.3881
1949.3333333    23.4113
1949.4166333    31.4343
