1934.000000000	-0.32	-0.97
1934.083333000	-0.32	-0.93
1934.166667000	-0.31	-0.83
1934.250000000	-0.27	-0.64
1934.333333000	-0.20	-0.53
1934.416667000	-0.16	-0.48
1934.500000000	-0.16	-0.50
1934.583333000	-0.16	-0.55
1934.666667000	-0.18	-0.51
1934.750000000	-0.25	-0.41
1934.833333000	-0.31	-0.30
1934.916667000	-0.32	-0.27
1935.000000000	-0.26	-0.24
1935.083333000	-0.22	-0.17
1935.166667000	-0.29	-0.25
1935.250000000	-0.39	-0.42
1935.333333000	-0.37	-0.51
1935.416667000	-0.27	-0.48
1935.500000000	-0.26	-0.32
1935.583333000	-0.28	-0.07
1935.666667000	-0.27	0.09
1935.750000000	-0.31	0.16
1935.833333000	-0.40	0.13
1935.916667000	-0.47	0.08
1936.000000000	-0.45	0.16
1936.083333000	-0.35	0.20
1936.166667000	-0.24	0.19
1936.250000000	-0.19	0.29
1936.333333000	-0.15	0.27
1936.416667000	-0.12	0.03
1936.500000000	-0.13	-0.10
1936.583333000	-0.20	-0.05
1936.666667000	-0.36	0.05
1936.750000000	-0.48	0.10
1936.833333000	-0.44	0.11
1936.916667000	-0.29	0.16
1937.000000000	-0.13	0.14
1937.083333000	-0.03	0.29
1937.166667000	0.03	0.41
1937.250000000	0.08	0.17
1937.333333000	0.06	-0.11
1937.416667000	0.04	-0.13
1937.500000000	0.05	0.02
1937.583333000	0.09	0.05
1937.666667000	0.13	-0.03
1937.750000000	0.07	0.01
1937.833333000	-0.06	0.04
1937.916667000	-0.18	-0.07
1938.000000000	-0.29	-0.11
1938.083333000	-0.37	-0.03
1938.166667000	-0.42	-0.02
1938.250000000	-0.45	-0.16
1938.333333000	-0.48	-0.40
1938.416667000	-0.51	-0.54
1938.500000000	-0.55	-0.56
1938.583333000	-0.51	-0.49
1938.666667000	-0.43	-0.41
1938.750000000	-0.47	-0.50
1938.833333000	-0.56	-0.53
1938.916667000	-0.57	-0.47
1939.000000000	-0.54	-0.49
1939.083333000	-0.54	-0.50
1939.166667000	-0.53	-0.37
1939.250000000	-0.44	-0.18
1939.333333000	-0.37	-0.13
1939.416667000	-0.37	-0.10
1939.500000000	-0.33	-0.02
