ForcingN	ModelN		ForcingT	ModelT
-0.01147277	-0.13716294		-0.010704023	0.202965174
-0.01131544	-0.17341956		-0.010491135	0.26991497
-0.01121529	-0.08160994		-0.010319072	0.313354285
-0.01117070	0.04329998		-0.010205601	0.392831725
-0.01116230	0.11353510		-0.01014992	0.459325878
-0.01118578	0.08693758		-0.010545586	0.468971405
-0.01116073	0.01140610		-0.010547686	0.423876078
-0.01108706	-0.02650943		-0.010530452	0.363662048
-0.01095333	0.01482331		-0.010469483	0.326061103
-0.01076401	0.13451445		-0.010349906	0.330389891
-0.01053850	0.21991468		-0.010172539	0.391432261
0.11214387	0.16296914		0.107652183	0.51288209
0.11260669	0.06602649		0.108060408	0.630147115
0.11245011	0.03598515		0.107848089	0.664966335
0.11234996	0.09728122		0.107676029	0.650746583
0.11230537	0.21402493		0.107562558	0.658592496
0.11229697	0.28502917		0.107506877	0.682703253
0.11229815	0.25739825		0.10751055	0.683390025
0.11227298	0.16846528		0.107510521	0.644094613
0.11219932	0.09980210		0.107493275	0.579685051
0.11206558	0.09130212		0.107432306	0.517688217
0.11187626	0.09485944		0.10731273	0.457522705
0.11165075	0.10118812		0.107135363	0.352815192
-0.05495771	-0.01977512		-0.061439964	0.200938764
-0.05566051	-0.27606803		-0.062123838	0.089413361
-0.05550524	-0.32052946		-0.061913017	0.061745744
-0.05540510	-0.16634222		-0.061740965	0.089764313
-0.05536051	-0.02624428		-0.061627494	0.15069839
-0.05535211	0.04666907		-0.061571813	0.212448242
-0.05536030	0.02170712		-0.061712735	0.233512361
-0.05533517	-0.04028062		-0.061713452	0.20131493
-0.05526151	-0.04394671		-0.06169621	0.142825274
-0.05512777	0.05522172		-0.061635242	0.097732147
-0.05493845	0.21676460		-0.061515665	0.078237731
-0.05471294	0.20951476		-0.061338298	0.143362177
0.09791104	-0.04255199		0.094178654	0.338967092
0.09853743	-0.22806352		0.094791602	0.516724528
0.09838175	-0.23058998		0.094580395	0.575213556
0.09828161	-0.14283016		0.094408341	0.61108852
0.09823702	-0.01970759		0.09429487	0.679806714
0.09822861	0.05192443		0.094239189	0.742585279
0.09821423	0.02851367		0.093998162	0.757954515
0.09818898	-0.04625214		0.093996804	0.720376126
0.09811532	-0.08623542		0.093979551	0.661976474
0.09798158	-0.04899791		0.093918582	0.62107007
0.09779226	0.01574069		0.093799005	0.61136087
0.09756675	0.13929003		0.093621638	0.480163669
0.00434734	0.30240588		0.000369615	0.109901298
0.00363059	0.32656303		-0.000368612	-0.223769047
0.00346756	0.29308335		-0.000158085	-0.316324557
0.00336738	0.36266725		1.3965E-05	-0.29007492
0.00332279	0.48282802		-9.76371E-05	-0.228276282
0.00331439	0.55294177		-4.31789E-05	-0.177435996
0.00335621	0.52411504		0.000726095	-0.198046436
0.00333126	0.43710213		0.000730225	-0.269110428
0.00325760	0.37464186		0.000713001	-0.3364754
0.00312386	0.37620378		0.000652033	-0.37257815
0.00293454	0.42254812		0.000532456	-0.376890578
0.00270903	0.40541396		0.000355089	-0.379557335
0.04731082	0.27010113		0.045651316	-0.407611096
0.04734705	0.15693326		0.045665606	-0.440922841
0.04718814	0.15755098		0.045451148	-0.435686764
0.04708797	0.24775159		0.045279076	-0.375002659
0.04704338	0.37251403		0.045165605	-0.281637284
0.04703498	0.44503375		0.045109924	-0.188782125
0.04700591	0.42240032		0.044613413	-0.12712663
0.04698058	0.34713809		0.044610667	-0.126582705
0.04690691	0.30563045		0.044593406	-0.17141549
0.04677318	0.34001809		0.044532438	-0.204043402
0.04658386	0.39287873		0.044412861	-0.188322639
0.04635835	0.27627975		0.044235494	-0.094982909
0.13961913	-0.02010724		0.141929597	0.05880082
0.13992120	-0.20749440		0.142228483	0.165572585
0.13976374	-0.19226409		0.14201557	0.193830732
0.13966359	-0.08364061		0.141843507	0.22451191
0.13961900	0.04618068		0.141730036	0.290949482
0.13961060	0.11697603		0.141674355	0.35730196
0.13962893	0.09053879		0.142011672	0.380993439
0.13960385	0.01979654		0.142013456	0.349448585
0.13953019	-0.00636302		0.141996219	0.29144963
0.13939645	0.05292423		0.141935251	0.247961807
0.13920713	0.15955442		0.141815674	0.234010795
0.13898162	0.12217512		0.141638307	0.228565669
-0.03186879	-0.11063783		-0.034721622	0.18622366
-0.03259477	-0.27947619		-0.035447777	0.10590482
-0.03243963	-0.29107840		-0.035237185	0.06765315
-0.03233948	-0.21173523		-0.035065134	0.117025899
-0.03229489	-0.09078333		-0.034951663	0.209868275
-0.03228649	-0.02052604		-0.034895983	0.282105891
-0.03229461	-0.04660666		-0.035062699	0.293420256
-0.03226947	-0.12644618		-0.035063555	0.249112322
-0.03219581	-0.17507059		-0.035046314	0.189878558
-0.03206207	-0.14944096		-0.034985346	0.154790678
-0.03187275	-0.07138749		-0.034865769	0.154009278
-0.03164725	-0.18700651		-0.034688402	0.102579777
0.12157047	-0.47972177		0.120122621	-0.032066435
0.12220011	-0.59000958		0.120731735	-0.107529258
0.12204445	-0.58891359		0.120520507	-0.10705477
0.12194430	-0.55591509		0.120348453	-0.119123425
0.12189971	-0.44639837		0.120234982	-0.118518212
0.12189131	-0.37878169		0.120179301	-0.113868178
0.12187632	-0.40967833		0.119908207	-0.164801708
0.12185106	-0.50411214		0.119906686	-0.253552211
0.12177740	-0.58406082		0.119889431	-0.334748143
0.12164366	-0.60953909		0.119828463	-0.399953366
0.12145434	-0.59832084		0.119708886	-0.458299901
0.12122884	-0.54318703		0.119531519	-0.419904683
0.03924947	-0.53423904		0.036087222	-0.213363323
0.03859413	-0.65715510		0.035402265	-0.035597871
0.03843145	-0.73494397		0.035184009	-0.012882492
0.03833126	-0.66995246		0.035011917	-0.012095454
0.03828667	-0.55596905		0.034898445	0.036175275
0.03827827	-0.48488187		0.034842765	0.100212328
0.03830937	-0.50863710		0.035403904	0.145707611
0.03828436	-0.59399749		0.035406904	0.138158313
0.03821070	-0.66004241		0.035389674	0.086286841
0.03807696	-0.66492417		0.035328706	0.037620267
0.03788764	-0.62050744		0.035209129	0.016610085
0.03766213	-0.33426268		0.035031762	0.045075121
0.11262637	0.07714139		0.107009665	0.137768645
0.11282848	0.14529348		0.107168876	0.219053383
0.11267048	0.06642614		0.106955204	0.217033266
0.11257032	0.13507285		0.106783137	0.18493484
0.11252573	0.25253543		0.106669666	0.190503332
0.11251733	0.32265488		0.106613985	0.194593297
0.11249360	0.29751701		0.106235121	0.130302644
0.11246829	0.21810011		0.106233015	0.027065907
0.11239463	0.16613997		0.106215758	-0.057139368
0.11226089	0.18013540		0.106154789	-0.117727668
0.11207157	0.20687351		0.106035212	-0.174858934
0.11184607	0.18013190		0.105857845	-0.237927079
0.11488702	0.11232698		0.120099583	-0.298110383
0.11469619	0.05113088		0.119945202	-0.369708815
0.11453604	0.04897491		0.119729828	-0.456291292
0.11443587	0.13449495		0.119557751	-0.510929401
0.11439128	0.25799226		0.11944428	-0.510302421
0.11438288	0.32819184		0.119388599	-0.460040132
0.11440571	0.30303445		0.119779174	-0.383115921
0.11438066	0.22890386		0.119781247	-0.352779754
0.11430700	0.19080465		0.119764012	-0.396716888
0.11417326	0.22835263		0.119703043	-0.460862341
0.11398394	0.25477729		0.119583467	-0.520427955
0.11375843	-0.11460545		0.1194061	-0.459345163
0.00839339	-0.70829199		0.011607267	-0.112937844
0.00761028	-0.86111105		0.01079003	0.338227251
0.00744690	-0.75490084		0.010571055	0.61454585
0.00734671	-0.66169198		0.010398959	0.755235589
0.00730212	-0.53089954		0.010285487	0.877140062
0.00729372	-0.45485896		0.010229807	0.993910987
0.00726057	-0.47181548		0.009686615	1.081464109
0.00723521	-0.53702016		0.009683616	1.100302279
0.00716155	-0.55804269		0.009666354	1.06156556
0.00702781	-0.48694323		0.009605385	1.030888546
0.00683849	-0.36650908		0.009485809	1.03810478
0.00661298	-0.30261206		0.009308442	0.862479029
0.10484307	-0.35923027		0.105758792	0.336516304
0.10517229	-0.46034058		0.106050923	-0.146178616
0.10501498	-0.48558361		0.105837974	-0.30406467
0.10491483	-0.40651265		0.10566591	-0.322615574
0.10487024	-0.28520007		0.105552439	-0.311908345
0.10486184	-0.21420151		0.105496758	-0.285755526
0.10486090	-0.23965843		0.105480367	-0.286676715
0.10483572	-0.31916494		0.105480229	-0.328204952
0.10476206	-0.36782028		0.105462982	-0.391738759
0.10462832	-0.34356925		0.105402014	-0.448733695
0.10443900	-0.23772142		0.105282437	-0.500222861
0.10421349	0.04344494		0.10510507	-0.630735148
-0.04022601	0.27512710		-0.040605806	-0.861952732
-0.04080769	0.19332272		-0.041165493	-1.034373937
-0.04065177	0.13201151		-0.040953997	-1.081635845
-0.04055162	0.24770963		-0.040781942	-1.076147043
-0.04050703	0.37768363		-0.040668471	-1.04041479
-0.04049863	0.44979106		-0.04061279	-0.998218183
-0.04049043	0.42584547		-0.040498091	-0.995412899
-0.04046521	0.35327310		-0.04049742	-1.039347278
-0.04039155	0.32076848		-0.04048017	-1.10221602
-0.04025781	0.37109158		-0.040419201	-1.150917754
-0.04006849	0.46313006		-0.040299625	-1.161228235
-0.03984298	0.50995342		-0.040122258	-1.035103551
0.04595505	0.45861673		0.045546409	-0.740703828
0.04621635	0.36566286		0.04577998	-0.500468302
0.04605868	0.34122786		0.045566713	-0.420503142
0.04595852	0.41935513		0.045394647	-0.360945633
0.04591393	0.53978850		0.045281176	-0.266030151
0.04590553	0.61045282		0.045225495	-0.185241359
0.04590379	0.58511212		0.045208963	-0.158676513
0.04587860	0.50536540		0.045208825	-0.190391883
0.04580494	0.45470418		0.045191578	-0.244285723
0.04567120	0.47325408		0.045130609	-0.275073309
0.04548188	0.48971589		0.045011033	-0.261507894
0.04525637	0.31883240		0.044833666	-0.2975012
-0.01746718	0.01961662		-0.016513543	-0.485511263
-0.01760242	-0.13779886		-0.016615013	-0.687379919
-0.01744405	-0.15012309		-0.016401028	-0.747245667
-0.01734389	-0.08496604		-0.016228959	-0.704685256
-0.01729930	0.03169808		-0.016115488	-0.626159253
-0.01729090	0.10108805		-0.016059807	-0.552296467
-0.01728189	0.07321648		-0.015903684	-0.524069533
-0.01725666	-0.01335650		-0.015902788	-0.552340413
-0.01718300	-0.07685660		-0.015885537	-0.606791766
-0.01704926	-0.07617068		-0.015824568	-0.642511223
-0.01685994	-0.04841139		-0.015704992	-0.647813342
-0.01663443	-0.12459724		-0.015527625	-0.440099576
0.10944229	-0.29559192		0.108315075	0.144217434
0.10992365	-0.39630418		0.108755986	0.701060818
0.10976718	-0.41272575		0.108543845	0.872836226
0.10966703	-0.35478198		0.108371786	0.867796468
0.10962244	-0.23943830		0.108258315	0.888079101
0.10961404	-0.17054522		0.108202634	0.899621823
0.10958938	-0.19831704		0.107798291	0.841668876
0.10956407	-0.28304468		0.107796046	0.743287341
0.10949041	-0.34339402		0.107778788	0.65931211
0.10935667	-0.33879956		0.107717819	0.59572939
0.10916735	-0.28759111		0.107598243	0.545031555
0.10894184	-0.16073195		0.107420876	0.378136276
0.06728998	-0.06113510		0.070078951	0.012987885
0.06685496	-0.13887793		0.069644397	-0.272455125
0.06669348	-0.21393043		0.0694275	-0.289391118
0.06659330	-0.14921484		0.069255415	-0.182734261
0.06654871	-0.03436241		0.069141944	-0.06382594
0.06654031	0.03699637		0.069086263	0.002702286
0.06657349	0.01398929		0.069634474	-0.044699706
0.06654850	-0.06887370		0.069637403	-0.149071302
0.06647484	-0.12974261		0.069620173	-0.224581875
0.06634110	-0.12602929		0.069559204	-0.250474949
0.06615178	-0.08642120		0.069439628	-0.241334768
0.06592627	-0.10580329		0.06926226	-0.185269822
-0.00044739	-0.23034011		-0.004865569	-0.064208354
-0.00060256	-0.34326123		-0.005036457	0.038639315
-0.00044430	-0.33878905		-0.004822849	0.069326649
-0.00034415	-0.23685429		-0.004650781	0.098154031
-0.00029956	-0.10769966		-0.00453731	0.163284152
-0.00029115	-0.03676359		-0.00448163	0.231604576
-0.00031362	-0.06270371		-0.004871306	0.260864703
-0.00028857	-0.13254484		-0.004873374	0.23443866
-0.00021491	-0.15738886		-0.00485614	0.179052324
-0.00008117	-0.09549831		-0.004795171	0.137780596
0.00010815	-0.04273283		-0.004675594	0.133402882
-0.00011529	-0.07491865		-0.004498227	0.237094791
0.05761475	-0.12769484		0.054296155	0.476169136
0.05772270	-0.19551083		0.05438376	0.670560877
0.05756418	-0.25154633		0.0541697	0.722189817
0.05746402	-0.20831555		0.053997631	0.747508714
0.05741943	-0.09979704		0.053884159	0.810140423
0.05741103	-0.03056896		0.053828479	0.875777316
0.05742016	-0.05553034		0.053984532	0.901185119
0.05739503	-0.14424057		0.053985331	0.870693945
0.05732137	-0.21972554		0.053968089	0.811746303
0.05718763	-0.24310271		0.053907121	0.764809829
0.05699832	-0.25081736		0.053787544	0.740431394
0.05677281	-0.11086692		0.053610177	0.388916087
-0.06490101	0.13409367		-0.069415697	-0.585393436
-0.06535832	0.15433428		-0.069852171	-1.52035996
-0.06520171	0.08922011		-0.069640006	-1.809040064
-0.06510156	0.15973805		-0.069467947	-1.732067452
-0.06505697	0.27850153		-0.069354476	-1.608128076
-0.06504857	0.34927531		-0.069298795	-1.52045477
-0.06505920	0.32279021		-0.069475844	-1.516789131
-0.06503408	0.23838152		-0.069476757	-1.574580472
-0.06496041	0.17853185		-0.069459516	-1.634515263
-0.06482668	0.18909819		-0.069398548	-1.656628008
-0.06463736	0.22909255		-0.069278971	-1.632766954
-0.06441185	0.12640875		-0.069101604	-1.347266992
0.11010443	-0.08120210		0.112767056	-0.707583777
0.11085044	-0.16658626		0.113523132	-0.23994601
0.11069541	-0.16487376		0.113312703	-0.147486341
0.11059527	-0.10996028		0.113140653	-0.069960821
0.11055068	0.00476912		0.113027182	0.077941604
0.11054228	0.07399518		0.112971501	0.20536216
0.11052972	0.04855933		0.112767215	0.287602172
0.11050448	-0.03234957		0.112766057	0.299070864
0.11043082	-0.08782650		0.112748805	0.262320648
0.11029708	-0.07809008		0.112687836	0.246722546
0.11010776	-0.07380247		0.11256826	0.308728045
0.10988225	-0.01296998		0.112390893	0.429960975
0.01336153	0.04040179		0.011248299	0.553072982
0.01262675	-0.12954627		0.010467215	0.687644651
0.01246363	-0.27146867		0.010248437	0.828638239
0.01236344	-0.21746756		0.010076341	0.945115979
0.01231885	-0.11082821		0.00996287	1.052507864
0.01231045	-0.03798647		0.009907189	1.109740153
0.01234976	-0.05717549		0.010599288	1.053748056
0.01232479	-0.14709584		0.010602998	0.942855036
0.01225113	-0.22968059		0.010585773	0.864884908
0.01211740	-0.26112958		0.010524804	0.837804403
0.01192808	-0.26507084		0.010405227	0.841605503
0.01170257	-0.36644598		0.01022786	0.759094589
0.02343701	-0.59222538		0.025365119	0.523083955
0.02329367	-0.76562379		0.025215603	0.329538657
0.02313378	-0.81779623		0.025000255	0.328345628
0.02303361	-0.76897518		0.024828178	0.436592459
0.02298902	-0.65899783		0.024714707	0.562491037
0.02298062	-0.59285817		0.024659026	0.691352123
0.02294518	-0.62446191		0.024051986	0.812430477
0.02291980	-0.71385213		0.02404864	0.863885964
0.02284614	-0.78315832		0.024031376	0.835164989
0.02271240	-0.79409686		0.023970407	0.80557399
0.02252308	-0.80186989		0.023850831	0.820450918
0.02229758	-0.82080058		0.023673464	0.697551037
0.08803425	-0.84259589		0.08892905	0.273127085
0.08818595	-0.90311254		0.089051749	-0.147874329
0.08802767	-0.90990812		0.088837879	-0.30001373
0.08792751	-0.80798243		0.08866581	-0.307681281
0.08788292	-0.67933432		0.088552339	-0.274209912
0.08787452	-0.60953365		0.088496659	-0.212234196
0.08789623	-0.63439865		0.088866866	-0.15888504
0.08787117	-0.70032723		0.088868829	-0.159637738
0.08779750	-0.71816150		0.088851593	-0.211989116
0.08766377	-0.64442850		0.088790625	-0.267857961
0.08747445	-0.51150047		0.088671048	-0.301036727
0.08724894	-0.21480741		0.088493681	-0.283363377
-0.07062776	0.13889095		-0.077422891	-0.180320619
-0.07128286	0.19558659		-0.078092324	-0.053679112
-0.07112733	0.13047845		-0.077881424	0.001742148
-0.07102719	0.19780335		-0.077709371	0.011002175
-0.07098260	0.31614380		-0.0775959	0.037635107
-0.07097419	0.38784894		-0.077540219	0.081477837
-0.07098732	0.36460489		-0.077776465	0.11269794
-0.07096222	0.28633195		-0.0777777	0.099028189
-0.07088856	0.23608553		-0.077760461	0.043562212
-0.07075482	0.25427769		-0.077699492	-0.013474115
-0.07056550	0.29448860		-0.077579916	-0.046090399
-0.07033999	0.34086644		-0.077402549	-0.013388576
0.13905503	0.28774138		0.134538266	0.097504816
0.13999160	0.10170986		0.135457677	0.191090771
0.13983761	0.05051441		0.135248135	0.222297312
0.13973747	0.16880764		0.13507609	0.25926784
0.13969288	0.29903255		0.134962619	0.328810675
0.13968448	0.37194402		0.134906938	0.391480283
0.13968274	0.34762937		0.134862367	0.408194176
0.13965755	0.27467204		0.134862076	0.372772052
0.13958389	0.24198400		0.134844829	0.315145906
0.13945015	0.29152288		0.13478386	0.274290436
0.13926083	0.34990999		0.134664284	0.260988036
0.13903532	0.17608839		0.134486917	0.156045864
0.01831753	-0.07701943		0.018628379	-0.200004968
0.01745054	-0.04967430		0.017767366	-0.669607633
0.01728670	0.06123242		0.017548154	-0.967155949
0.01718651	0.14893721		0.017376056	-1.053154672
0.01714192	0.28040532		0.017262585	-1.041262433
0.01713351	0.35014524		0.017206904	-0.977152687
0.01716332	0.32203533		0.017754445	-0.880580061
0.01713830	0.25330497		0.01775737	-0.834372389
0.01706464	0.23266370		0.01774014	-0.872637194
0.01693090	0.29875052		0.017679171	-0.933899138
0.01674158	0.39735197		0.017559595	-0.988055289
0.01651608	0.09637693		0.017382228	-0.935132829
0.11851194	-0.58162048		0.113696312	-0.703754179
0.11886174	-0.89379338		0.113987703	-0.503886713
0.11870455	-0.84895599		0.11377475	-0.425272201
0.11860439	-0.76030611		0.113602686	-0.319223158
0.11855980	-0.63557004		0.113489215	-0.1712827
0.11855140	-0.56275912		0.113433534	-0.017338731
0.11851994	-0.58591948		0.11291373	0.13750544
0.11849459	-0.66282093		0.112910858	0.215840583
0.11842093	-0.70539324		0.112893597	0.199764956
0.11828719	-0.66746846		0.112832628	0.184549371
0.11809787	-0.56129904		0.112713051	0.232502447
0.11787237	-0.63436916		0.112535684	0.370387378
0.07417160	-0.91250356		0.077872457	0.563355201
0.07372539	-1.01083483		0.077452452	0.676753021
0.07356385	-0.94272663		0.077235635	0.682124504
0.07346367	-0.84397578		0.07706355	0.68547556
0.07341908	-0.71116283		0.076950079	0.727293096
0.07341068	-0.63991133		0.076894398	0.780034727
0.07343176	-0.66845977		0.077250741	0.815350453
0.07340670	-0.74071120		0.077252628	0.803995603
0.07333304	-0.76554935		0.077235392	0.752663141
0.07319930	-0.69995663		0.077174423	0.705085754
0.07300998	-0.52809587		0.077054847	0.671440955
0.07278447	-0.22944173		0.07687748	0.588450978
-0.01255341	-0.01150524		-0.010666343	0.421520801
-0.01281220	-0.04664812		-0.010910098	0.269240986
-0.01265450	-0.09592821		-0.010696886	0.223733736
-0.01255435	-0.01112363		-0.010524821	0.264987565
-0.01250976	0.11208431		-0.01041135	0.341047824
-0.01250136	0.18198209		-0.010355669	0.397367172
-0.01253221	0.15478693		-0.010875765	0.392554204
-0.01250720	0.07628285		-0.010878542	0.337861936
-0.01243354	0.03173104		-0.010861311	0.274248988
-0.01229980	0.06300484		-0.010800342	0.23445669
-0.01211048	0.15441943		-0.010680766	0.226204352
-0.01188497	0.40595109		-0.010503398	0.287881358
0.08068440	0.72623194		0.078746641	0.438153986
0.08098269	0.77997048		0.078999665	0.56033904
0.08082522	0.68708052		0.078786503	0.602139611
0.08072506	0.71479740		0.078614438	0.650961402
0.08068047	0.82027208		0.078500967	0.732849673
0.08067207	0.88997952		0.078445286	0.800596111
0.08068270	0.86281209		0.078630774	0.815454548
0.08065758	0.76408783		0.078631733	0.776506088
0.08058391	0.66855845		0.078614492	0.718801907
0.08045017	0.61422088		0.078553523	0.681700944
0.08026086	0.54555526		0.078433947	0.680424756
0.08003535	0.35484779		0.07825658	0.500711024
-0.01726932	0.11504566		-0.018500467	-0.036463794
-0.01759349	-0.00560707		-0.018794264	-0.544824965
-0.01743615	-0.01870609		-0.018581324	-0.70760949
-0.01733600	0.04681809		-0.018409261	-0.695827632
-0.01729141	0.16406769		-0.018295789	-0.648248668
-0.01728301	0.23431382		-0.018240109	-0.596306028
-0.01727534	0.20790331		-0.018133214	-0.586250242
-0.01725012	0.12392237		-0.018132585	-0.627084335
-0.01717646	0.06423371		-0.018115336	-0.68905392
-0.01704272	0.06909282		-0.018054367	-0.737099944
-0.01685340	0.07007791		-0.017934791	-0.763771249
-0.01662790	-0.07381752		-0.017757423	-0.771175444
0.07199875	-0.33609916		0.073256972	-0.747888029
0.07227550	-0.49676696		0.073519578	-0.718851198
0.07211791	-0.47458471		0.073306468	-0.719449205
0.07201775	-0.35646522		0.073134404	-0.7189308
0.07197316	-0.22395691		0.073020932	-0.681768049
0.07196476	-0.15078008		0.072965252	-0.634285806
0.07196316	-0.17110277		0.072949671	-0.622450691
0.07193798	-0.23234130		0.072949538	-0.659818714
0.07186431	-0.24334871		0.072932291	-0.721211281
0.07173057	-0.16149110		0.072871322	-0.77130298
0.07154126	-0.02500367		0.072751746	-0.785484789
0.07131575	-0.02620381		0.072574379	-0.660205283
-0.00448821	-0.20688060		-0.00264657	-0.348961646
-0.00469491	-0.33519928		-0.002823395	-0.085161629
-0.00453694	-0.35973862		-0.00260982	-0.012448232
-0.00443678	-0.30747841		-0.002437753	0.007781063
-0.00439219	-0.19447302		-0.002324281	0.063317503
-0.00438379	-0.12501656		-0.002268601	0.119149363
-0.00438038	-0.15126098		-0.002200367	0.132305717
-0.00435519	-0.23686953		-0.002199948	0.094157227
-0.00428152	-0.30161649		-0.002182699	0.033871542
-0.00414778	-0.30461564		-0.002121731	-0.012396112
-0.00395847	-0.27185003		-0.002002154	-0.034685295
-0.00373296	-0.27684058		-0.001824787	0.05286069
0.07852013	-0.32341016		0.077204263	0.320892345
0.07876207	-0.38184635		0.077401771	0.567178206
0.07860428	-0.44867466		0.077188308	0.634532273
0.07850413	-0.43378845		0.077016241	0.643333375
0.07845953	-0.33202614		0.07690277	0.685305019
0.07845113	-0.26836726		0.07684709	0.717751312
0.07842812	-0.30498159		0.07645005	0.687875028
0.07840282	-0.40909317		0.076447845	0.61250687
0.07832916	-0.50829923		0.076430587	0.538404246
0.07819542	-0.56595286		0.076369619	0.483461016
0.07800610	-0.59816969		0.076250042	0.436873201
0.07778059	-0.41732807		0.076072675	0.25707698
0.04896984	-0.05657835		0.04860539	-0.148786435
0.04860499	0.07041550		0.048224469	-0.521283118
0.04844389	0.06004038		0.048007864	-0.647946771
0.04834371	0.15719302		0.047835781	-0.627167705
0.04829912	0.28728391		0.04772231	-0.563309412
0.04829072	0.35790068		0.047666629	-0.497813803
0.04831597	0.33184039		0.048095937	-0.472369081
0.04829093	0.26364082		0.04809822	-0.50101646
0.04821727	0.24158305		0.048080986	-0.557764002
0.04808353	0.30492135		0.048020018	-0.601216107
0.04789422	0.40967749		0.047900441	-0.622170419
0.04766871	0.26228749		0.047723074	-0.6151711
0.00670722	-0.09460530		0.000466502	-0.558655616
0.00627598	-0.19074874		-2.1903E-05	-0.494201556
0.00611452	-0.09801372		0.00018998	-0.463899219
0.00601434	0.00457955		2.02241E-05	-0.421153435
0.00596975	0.13791611		-9.32345E-05	-0.339858535
0.00596135	0.21445065		-3.87864E-05	-0.260712646
0.00594263	0.19840351		-0.000323316	-0.223854346
0.00591735	0.13912701		-0.000324813	-0.243845868
0.00584368	0.12905617		-0.000307575	-0.298612466
0.00570995	0.21216323		-0.000246607	-0.344976397
0.00552063	0.30258035		-0.00012703	-0.359157335
0.00529512	0.22740867		5.03369E-05	-0.301463316
0.05775080	0.02767783		0.05798145	-0.167640734
0.05782994	-0.10739342		0.058064366	-0.060594065
0.05767126	-0.15331968		0.057850281	-0.008400312
0.05757110	-0.11085303		0.057678211	0.066761177
0.05752651	-0.00175529		0.05756474	0.174255394
0.05751811	0.06890220		0.057509059	0.25056179
0.05753415	0.04324879		0.057798535	0.246676597
0.05750906	-0.05033996		0.057800059	0.184647388
0.05743540	-0.13406868		0.057782821	0.121877456
0.05730166	-0.16754185		0.057721853	0.093768473
0.05711234	-0.15683802		0.057602276	0.10856326
0.05688683	0.00981863		0.057424909	0.110930052
-0.06520028	0.23346195		-0.064898585	0.027663626
-0.06565985	0.23038475		-0.065331244	-0.089280164
-0.06550325	0.16827160		-0.065119058	-0.128396475
-0.06540310	0.24157484		-0.064946999	-0.075525637
-0.06535851	0.36073625		-0.064833528	0.016306312
-0.06535011	0.43058805		-0.064777847	0.088943792
-0.06536167	0.40340859		-0.064981194	0.099824715
-0.06533655	0.31905135		-0.06498225	0.054725317
-0.06526289	0.26010676		-0.06496501	-0.003927027
-0.06512915	0.26735036		-0.064904041	-0.037050981
-0.06493983	0.31353828		-0.064784465	-0.035328154
-0.06471432	0.22665261		-0.064607098	0.028241638
0.11601480	-0.07810783		0.121577809	0.201397066
0.11679475	-0.32047943		0.122357328	0.400610619
0.11663990	-0.32563677		0.122147026	0.490523998
0.11653976	-0.21167125		0.121974977	0.50236824
0.11649517	-0.08247734		0.121861506	0.528248053
0.11648677	-0.00870839		0.121805825	0.553138234
0.11646861	-0.02788942		0.121516778	0.521491672
0.11644333	-0.09299835		0.121515159	0.445465473
0.11636967	-0.11424691		0.121497905	0.368619045
0.11623593	-0.04761006		0.121436936	0.306535951
0.11604661	0.03282241		0.121317359	0.256028873
0.11582111	-0.02138408		0.121139992	0.172829272
-0.00464296	-0.15995226		-0.001859391	0.033797306
-0.00509366	-0.23380333		-0.002295722	-0.079466624
-0.00493701	-0.25662904		-0.002083556	-0.113723201
-0.00483686	-0.20994012		-0.001911496	-0.095295782
-0.00479227	-0.09773227		-0.001798025	-0.043545891
-0.00478387	-0.03076357		-0.001742344	7.283E-06
-0.00474706	-0.06158292		-0.001121961	-0.017071434
-0.00472169	-0.15013394		-0.001118543	-0.083272214
-0.00464802	-0.21761720		-0.001101278	-0.153377457
-0.00451428	-0.22555539		-0.001040309	-0.202580247
-0.00432497	-0.19522451		-0.000920733	-0.231622433
-0.00409946	0.10664133		-0.000743366	-0.351517218
0.02749206	0.57005246		0.028222214	-0.641592122
0.02745721	0.64516764		0.028147806	-0.896181058
0.02729791	0.54765368		0.027932866	-0.941358496
0.02719775	0.61355407		0.027760791	-0.860108984
0.02715316	0.72958866		0.02764732	-0.748826656
0.02714476	0.79794704		0.027591639	-0.625124025
0.02710990	0.76864821		0.026996362	-0.50792076
0.02708453	0.68101820		0.02699308	-0.459715391
0.02701086	0.61464107		0.026975816	-0.485948598
0.02687713	0.60697291		0.026914847	-0.505584077
0.02668781	0.62727352		0.026795271	-0.470788741
0.02646230	0.40051600		0.026617904	-0.41721692
0.04945390	-0.04792553		0.049437317	-0.412217111
0.04937206	-0.22754505		0.049329526	-0.459240497
0.04921251	-0.15809893		0.049114405	-0.50235966
0.04911234	-0.05037285		0.048942329	-0.501224185
0.04906775	0.08212558		0.048828858	-0.455314774
0.04905935	0.15247719		0.048773177	-0.386874722
0.04909343	0.12473761		0.049337588	-0.330193822
0.04906844	0.05805382		0.049340605	-0.328030618
0.04899478	0.04197545		0.049323376	-0.377221667
0.04886104	0.11528923		0.049262407	-0.427437904
0.04867172	0.18721015		0.049142831	-0.450214777
0.04844622	-0.12365927		0.048965464	-0.382013145
-0.05712196	-0.75316339		-0.061378531	-0.187666683
-0.05749128	-1.05229200		-0.061746124	-0.01873748
-0.05733419	-1.00406402		-0.061533585	0.028414614
-0.05723403	-0.89214992		-0.061361523	0.051327421
-0.05718944	-0.76024321		-0.061248052	0.10760486
