t,I,I_model,Manifold,Manifold_Empirical
1956.9166333,15.7564,19.325042584719828,0.007617829806890715,0.00649366
1957.0000333,19.0977,19.241826195697133,0.007634582144322753,0.00637952
1957.0833333,19.0543,19.458715057060157,0.007591923604090741,0.00626539
1957.1666333,20.7033,20.560537036597786,0.007403520456662258,0.00615125
1957.2500333,27.0443,22.033486871132006,0.007166957518001306,0.00613382
1957.3333333,24.6162,22.624501615804327,0.007064166271348783,0.00601968
1957.4166333,32.1112,22.030114002469702,0.0071675212672744895,0.00590555
1957.5000333,27.0674,20.900759206063626,0.00734932058138191,0.00579141
1957.5833333,41.793,20.649160112321496,0.007389336287865086,0.00567728
1957.6666333,44.057,21.960576423570956,0.0071790994717011265,0.00556314
1957.7500333,41.0131,31.697110392751053,0.09702828606804775,0.09641146
1957.8333333,44.0462,34.20325773420559,0.096738638128739,0.09629733
1957.9166333,48.0023,34.7616267066194,0.0966387493024382,0.09618319
1958.0000333,54.6505,34.6776158421313,0.09665550163987027,0.09606906
1958.0833333,57.7604,34.884310178234884,0.09661284309963811,0.09595492
1958.1666333,53.8702,35.541327098543164,0.09642443995220948,0.09584079
1958.2500333,49.5182,35.92293951790242,0.09618787701354858,0.0956936
1958.3333333,38.8587,35.98874812058213,0.09608508576689562,0.09557947
1958.4166333,32.1991,35.92244762571728,0.09618844076282154,0.09546533
1958.5000333,27.6931,35.664938202634936,0.09637024007692904,0.0953512
1958.5833333,19.8795,35.57613480103652,0.09641025578341193,0.09523706
1958.6666333,6.4505,35.91199033465835,0.09620001896716834,0.09512293
1958.7500333,-2.4402,-5.609117499880563,-0.005433117191479521,-0.00444648
1958.8333333,-2.4078,-6.282675829367731,-0.005525366928091994,-0.00433235
1958.9166333,-3.0677,-5.573321565135543,-0.00542766885738958,-0.00421821
1959.0000333,1.1183,-4.487875549209891,-0.005213329622954585,-0.00410408
1959.0833333,1.9967,-4.0320532337643264,-0.0050584012661839435,-0.00398994
1959.1666333,1.6443,-4.011658341482178,-0.005049217516609323,-0.00387581
1959.2500333,-3.7853,-4.102734545349239,-0.005088193558267176,-0.00377459
1959.3333333,-18.7532,-3.9003646766870808,-0.004993397907916906,-0.00366045
1959.4166333,-34.1827,-3.5019267239717022,-0.004692456014987778,-0.00354632
1959.5000333,-37.3816,-2.686743812511004,-0.00431306980387734,-0.00343219
1959.5833333,-56.3497,-1.580571150207144,-0.004075467200391757,-0.00331805
1959.6666333,-64.241,-1.6536055059893928,-0.0040881171195564425,-0.00320392
1959.7500333,-74.9016,-43.83119024087578,0.07414152791657486,0.07454379
1959.8333333,-78.5622,-43.64358380155449,0.07385189999507441,0.07442966
1959.9166333,-72.6843,-42.85786444291758,0.07375201116877343,0.07431552
1960.0000333,-69.8836,-43.0168067798437,0.07376876350620548,0.07420139
1960.0833333,-63.5444,-42.59035437254671,0.07372610496597344,0.07408725
1960.1666333,-55.8975,-39.852167818085604,0.07353770181854492,0.07397312
1960.2500333,-59.8661,-34.53018884886421,0.07330113887988399,0.07388744
1960.3333333,-63.1424,-31.642127528527308,0.07319834763323153,0.07377331
1960.4166333,-49.6495,-34.54514851857344,0.0733017026291573,0.07365917
1960.5000333,-46.003,-38.81064663707828,0.07348350194326472,0.07354504
1960.5833333,-51.741,-39.59030645233945,0.07352351764974784,0.0734309
1960.6666333,-30.3252,-34.85015570718157,0.07331328083354162,0.07331677
1960.7500333,-9.4481,10.702388970200706,-0.025006644452809153,-0.02519558
1960.8333333,11.583,10.171621875401268,-0.02509902808167247,-0.02508144
1960.9166333,24.8448,10.732344439783997,-0.02500133001097023,-0.02496731
1961.0000333,41.7986,11.857692368269666,-0.02478699077653516,-0.02485318
1961.0833333,51.9065,12.53661937621574,-0.024632062419764397,-0.02473904
1961.1666333,52.1681,12.572643182078975,-0.024622878670189655,-0.02462491
1961.2500333,35.0449,12.416380309875379,-0.02466185471184755,-0.02453294
1961.3333333,33.7679,12.780817144154549,-0.024567059061497473,-0.0244188
1961.4166333,44.7216,13.56887979261982,-0.02426611716856851,-0.02430467
1961.5000333,44.2906,13.74078960105805,-0.023886730957458042,-0.02419053
1961.5833333,69.5519,13.367262817490328,-0.023649128353972242,-0.0240764
1961.6666333,71.8132,13.397252328468397,-0.02366177827320097,-0.02396226
1961.7500333,61.6896,12.297203224763575,0.06157137298036049,0.05983016
1961.8333333,50.2585,5.016478415223046,0.06128188856783454,0.05971603
1961.9166333,44.6734,2.537405552765769,0.06118199974153403,0.05960189
1962.0000333,45.9343,2.9463757276504694,0.06119875207896605,0.05948776
1962.0833333,34.7337,1.9118272531532914,0.061156093538733663,0.05937362
1962.1666333,34.7639,-2.2924031551042363,0.06096769039130526,0.05925949
1962.2500333,25.1015,-6.2983694290530305,0.06073112745264443,0.05923752
1962.3333333,29.8239,-7.458931200285919,0.06062833620599178,0.05912339
1962.4166333,29.2385,-6.29095182885609,0.060731691201917376,0.05900925
1962.5000333,28.0375,-3.355597361509525,0.06091349051602482,0.05889512
1962.5833333,23.0674,-2.5779986589475596,0.06095350622250814,0.05878098
1962.6666333,1.1741,-6.136155013947151,0.06074326940632408,0.05866685
1962.7500333,-10.7193,-31.38016376337006,0.027849233897317936,0.02625367
1962.8333333,-15.6896,-35.19429738104718,0.027559322282219186,0.02613954
1962.9166333,-19.8907,-36.30053840722629,0.027459433455918263,0.0260254
1963.0000333,-21.0151,-36.12322387186397,0.02747618579335032,0.02591127
1963.0833333,-29.7548,-36.56808733697677,0.027433527253118227,0.02579713
1963.1666333,-36.2638,-38.264421809437884,0.027245124105689664,0.025683
1963.2500333,-50.3884,-39.75895693098792,0.027008561167028742,0.02546192
1963.3333333,-48.359,-40.187198628668696,0.026905769920376344,0.02534778
1963.4166333,-46.7912,-39.75624013119154,0.027009124916302158,0.02523365
1963.5000333,-49.6852,-38.66966680625905,0.027190924230409558,0.02511951
1963.5833333,-38.8098,-38.37407768192973,0.02723093993689259,0.02500538
1963.6666333,-47.2422,-39.699552669479516,0.027020703120646087,0.02489124
1963.7500333,-50.4441,-25.653970111845478,-0.0079236764177192,-0.00954244
1963.8333333,-37.8766,-24.684795430784003,-0.008015776412058499,-0.0094283
1963.9166333,-28.8476,-25.71026403543909,-0.007918078341356204,-0.00931417
1964.0000333,-16.5111,-27.544581650371185,-0.007703739106921227,-0.00920003
1964.0833333,-11.5592,-28.362042493467182,-0.007548810750150502,-0.0090859
1964.1666333,-6.6073,-28.394485839994996,-0.007539627000575801,-0.00897176
1964.2500333,-0.9633,-28.243924127439033,-0.007578603042233682,-0.00881835
1964.3333333,-0.0116,-28.550418660824082,-0.0074838073918835415,-0.00870422
1964.4166333,0.094,-28.099962018848224,-0.0071828654989545245,-0.00859009
1964.5000333,-1.7238,-24.53043089426986,-0.006803479287844066,-0.00847595
1964.5833333,9.9971,-21.026804243472036,-0.0065658766843583365,-0.00836182
1964.6666333,-4.6668,-21.229000764594872,-0.006578526603486042,-0.00824768
1964.7500333,2.1307,-3.14864760350747,0.059856265968886525,0.06150456
1964.8333333,9.4668,3.155713528786584,0.059566506850515545,0.06139042
1964.9166333,7.7258,5.570513745227254,0.05946661802421509,0.06127629
1965.0000333,16.3693,5.162166544755745,0.059483370361647116,0.06116215
1965.0833333,15.0129,6.203216731648696,0.059440711821414687,0.06104802
1965.1666333,11.9641,10.753717734437862,0.059252308673986245,0.06093388
1965.2500333,4.1458,15.901046702809598,0.059015745735325434,0.06076646
1965.3333333,7.7892,17.781880208925436,0.05891295448867284,0.06065233
1965.4166333,1.6633,15.890032389801325,0.05901630948459849,0.06053819
1965.5000333,-3.1551,12.01099583343909,0.05919810879870592,0.06042406
1965.5833333,-8.2041,11.086100390574,0.05923812450518917,0.06030992
1965.6666333,-18.8687,15.662248023310287,0.05902788768895539,0.06019579
1965.7500333,-11.5334,2.5214868967736486,-0.04744228636730659,-0.04677546
1965.8333333,-15.275,1.2892742296212574,-0.04753449260738455,-0.04666133
1965.9166333,-6.555,2.5900231651525054,-0.04743679453668243,-0.04654719
1966.0000333,5.9339,4.864740479705097,-0.04722245530224738,-0.04643306
1966.0833333,4.6537,6.080593142323476,-0.047067526945476536,-0.04631892
1966.1666333,8.2966,6.143261853900937,-0.04705834319590215,-0.04620479
1966.2500333,12.093,5.870594118173384,-0.047097319237560074,-0.04603874
1966.3333333,8.5819,6.504593202415199,-0.047002523587209424,-0.0459246
1966.4166333,-2.3908,8.036674941617726,-0.04670158169428057,-0.04581047
1966.5000333,4.867,9.72630148455775,-0.046322195483170195,-0.04569633
1966.5833333,-1.8751,11.050405872456459,-0.04608459287968425,-0.0455822
1966.6666333,10.1521,10.972156483309393,-0.04609724279885323,-0.04546806
1966.7500333,15.5636,13.911031906489466,0.14472267328710264,0.14378993
1966.8333333,12.6675,18.164895041262728,0.14443321241075316,0.1436758
1966.9166333,20.6944,19.577571653723044,0.14433332358445253,0.14356166
1967.0000333,24.4904,19.343994210531186,0.1443500759218845,0.14344753
1967.0833333,21.9018,19.93570003152807,0.1443074173816522,0.14333339
1967.1666333,21.8517,22.395946706158487,0.14411901423422388,0.14321926
1967.2500333,13.8013,24.955902138905042,0.143882451295563,0.1431557
1967.3333333,11.9049,25.810864078521938,0.1437796600489102,0.14304156
1967.4166333,30.9315,24.95072704236346,0.1438830150448363,0.14292743
1967.5000333,46.804,23.04389548482244,0.14406481435894375,0.14281329
1967.5833333,50.7536,22.568535350259825,0.1441048300654264,0.14269916
1967.6666333,60.0877,24.843334421785464,0.14389459324920278,0.14258502
1967.7500333,55.4985,7.474273790391973,-0.002994709554014062,-0.00590575
1967.8333333,50.371,6.819446576594241,-0.0030871307274062034,-0.00579162
1967.9166333,43.1665,7.508669712621572,-0.0029894326567042584,-0.00567748
1968.0000333,47.731,8.585875848617425,-0.002775093422269235,-0.00556335
1968.0833333,40.911,8.926546677970467,-0.0026201650654982594,-0.00544921
1968.1666333,32.3986,8.934365997333124,-0.0026109813159237555,-0.00533508
1968.2500333,25.886,8.891546823463875,-0.002649957357581723,-0.00533695
1968.3333333,33.6813,8.951736726478662,-0.0025551617072312642,-0.00522282
1968.4166333,22.3995,8.185567849322378,-0.002254219814302576,-0.00510869
1968.5000333,-6.8056,5.637389714866954,-0.0018748336031921698,-0.00499455
1968.5833333,-20.0105,3.7263471290395893,-0.0016372309997060043,-0.00488042
1968.6666333,-41.8309,3.8249701876986135,-0.0016498809189434368,-0.00476628
1968.7500333,-50.9592,-36.68180463991768,0.0274222705003976,0.02821764
1968.8333333,-56.1644,-39.06364081916509,0.02713266149420866,0.02810351
1968.9166333,-55.908,-39.638651422593504,0.02703277266790785,0.02798937
1969.0000333,-45.6519,-39.551060490350345,0.027049525005339924,0.02787524
1969.0833333,-52.3957,-39.76709974633388,0.02700686646510775,0.0277611
1969.1666333,-50.1395,-40.4464235957758,0.02681846331767911,0.02764697
1969.2500333,-44.8835,-40.667634500448116,0.026581900379018215,0.02763992
1969.3333333,-32.7044,-40.54289035413205,0.02647910913236524,0.02752579
1969.4166333,-38.6791,-40.6679464332614,0.026582464128291163,0.02741165
1969.5000333,-43.9618,-40.55921159274497,0.02676426344239866,0.02729752
1969.5833333,-37.0136,-40.47950028781142,0.02680427914888155,0.02718338
1969.6666333,-48.1423,-40.67346011820285,0.026594042332726643,0.02706925
1969.7500333,-32.5021,-8.128866928817272,0.024265116770701013,0.02578345
1969.8333333,-22.631,-4.950229042978462,0.023975326068183644,0.02566931
1969.9166333,-17.8369,-4.4237685674139176,0.02387543724188307,0.02555518
1970.0000333,-13.0429,-4.489769535484256,0.02389218957931508,0.02544104
1970.0833333,-13.0181,-4.339750254486316,0.023849531039082737,0.02532691
1970.1666333,-6.9165,-4.402970498139778,0.023661127891654376,0.02521277
1970.2500333,-6.5843,-6.16114135230365,0.023424564952993537,0.02500824
1970.3333333,2.748,-7.471285891861905,0.023321773706340816,0.02489411
1970.4166333,1.8495,-6.154820070545758,0.023425128702266956,0.02477997
1970.5000333,-3.1261,-4.642997764262518,0.023606928016374408,0.02466584
1970.5833333,16.3599,-4.456226871469484,0.02364694372285701,0.0245517
1970.6666333,25.2304,-6.027149005047215,0.023436706906621554,0.02443757
1970.7500333,35.7161,39.609382583169406,-0.08001404694246321,-0.08018624
1970.8333333,31.4327,38.987185035918735,-0.08010625106890278,-0.0800721
1970.9166333,28.5339,39.63626465034143,-0.08000855299820078,-0.07995797
1971.0000333,33.7117,39.79511060315959,-0.07979421376376576,-0.07984383
1971.0833333,28.0435,38.87823416157424,-0.07963928540699483,-0.0797297
1971.1666333,28.0676,38.79888527624653,-0.07963010165742038,-0.07961556
1971.2500333,23.3991,39.11712886163785,-0.07966907769907834,-0.07941706
1971.3333333,29.7308,38.26077377739766,-0.07957428204872782,-0.07930293
1971.4166333,30.0623,33.98771338389634,-0.0792733401557991,-0.07918879
1971.5000333,11.2398,26.961364366137474,-0.0788939539446887,-0.07907466
1971.5833333,-2.8133,22.91692534006198,-0.07865635134120262,-0.07896052
1971.6666333,-31.0973,23.109599150896752,-0.07866900126035971,-0.07884639
1971.7500333,-33.5353,-18.410095294982003,0.12314073292671865,0.12253673
1971.8333333,-36.5117,-24.43792976872563,0.12285121781578408,0.12242259
1971.9166333,-33.1805,-26.57184722281911,0.12275132898948334,0.12230846
1972.0000333,-33.5418,-26.216353543573454,0.12276808132691543,0.12219432
1972.0833333,-36.6722,-27.118468662322172,0.12272542278668322,0.12208019
1972.1666333,-29.8026,-30.895892671949127,0.12253701963925498,0.12196605
1972.2500333,-32.7026,-34.74570650330998,0.1223004567005941,0.12183923
1972.3333333,-28.1408,-35.95715460853774,0.1221976654539412,0.1217251
1972.4166333,-39.1946,-34.73818860075725,0.12230102044986718,0.12161096
1972.5000333,-61.4793,-31.886485052420156,0.12248281976397467,0.12149683
1972.5833333,-53.1485,-31.160300267997616,0.12252283547045749,0.12138269
1972.6666333,-35.3562,-34.58179175289979,0.1223125986542134,0.12126856
1972.7500333,-11.4103,-13.054359736043416,-0.02971587186893101,-0.03041238
1972.8333333,-12.0028,-13.317990486845794,-0.029808283280626933,-0.03029825
1972.9166333,-6.5953,-13.026904493876888,-0.029710585209924464,-0.03018411
1973.0000333,-0.3419,-10.866183084603932,-0.02949624597548946,-0.03006998
1973.0833333,3.4501,-8.187066850492185,-0.02934131761871886,-0.02995585
1973.1666333,4.5498,-8.003710519369331,-0.029332133869144274,-0.02984171
1973.2500333,-2.5816,-8.764360520123656,-0.029371109910802114,-0.02982093
1973.3333333,1.0564,-6.837991607705742,-0.029276314260451783,-0.02970679
1973.4166333,6.2327,0.5407697040279076,-0.028975372367523206,-0.02959266
1973.5000333,7.0243,10.361402938369576,-0.02859598615641278,-0.02947852
1973.5833333,17.5852,15.438497695437576,-0.028358383552926466,-0.02936439
1973.6666333,2.5306,15.203028215155253,-0.028371033472134558,-0.02925025
1973.7500333,-6.1396,32.54312140794619,0.0945425585801861,0.09573031
1973.8333333,-17.5019,29.926459801991733,0.09425306021386244,0.09561618
1973.9166333,-10.0182,28.862063050787672,0.09415317138756152,0.09550204
1974.0000333,4.8499,29.045099716915345,0.09416992372499358,0.09538791
1974.0833333,8.1797,28.57585807095927,0.0941272651847615,0.09527377
1974.1666333,1.6632,26.413359375585323,0.09393886203733294,0.09515964
1974.2500333,9.9927,23.689553845474634,0.09370229909867202,0.09513305
1974.3333333,12.5531,22.591002454887263,0.09359950785201962,0.09501892
1974.4166333,20.8057,23.69578988087544,0.09370286284794543,0.09490478
1974.5000333,25.212,25.77918220351185,0.09388466216205284,0.09479065
1974.5833333,29.6952,26.247415227779836,0.09392467786853588,0.09467651
1974.6666333,31.9477,23.824291907703827,0.09371444105237221,0.09456238
1974.7500333,39.9692,19.39481669880599,0.046909480882200726,0.04808815
1974.8333333,44.4523,17.44490185988347,0.04661952595813685,0.04797401
1974.9166333,54.8584,16.781338895422355,0.046519637131836156,0.04785988
1975.0000333,52.1874,16.894151621272282,0.04653638946926815,0.04774574
1975.0833333,39.978,16.60519926258638,0.046493730929035894,0.04763161
1975.1666333,26.5378,15.23338187138707,0.04630532778160761,0.04751747
1975.2500333,36.9435,13.168539222388084,0.046068764842946745,0.04731451
1975.3333333,15.734,12.121996698544535,0.045965973596293896,0.04720038
1975.4166333,10.2936,13.174017718291006,0.046069328592219926,0.04708624
1975.5000333,16.4684,14.79916713999336,0.0462511279063274,0.04697211
1975.5833333,-9.049,15.121746553637275,0.04629114361281015,0.04685797
1975.6666333,-21.028,13.285910376786058,0.04608090679657406,0.04674384
1975.7500333,-27.5456,-20.100055328097262,0.029781314132269428,0.0298492
1975.8333333,-26.8324,-16.768899408658502,0.029491658249690765,0.02973507
1975.9166333,-23.8885,-16.114636848225953,0.029391769423390304,0.02962093
1976.0000333,-25.0987,-16.205330803105852,0.029408521760822332,0.0295068
1976.0833333,-24.1549,-15.989659213684764,0.02936586322058991,0.02939266
1976.1666333,-29.5189,-15.641116172811248,0.02917746007316147,0.02927853
1976.2500333,-40.7292,-16.547903784291954,0.028940897134500657,0.02924274
1976.3333333,-60.1702,-17.361127524924072,0.028838105887848065,0.02912861
1976.4166333,-45.842,-16.544095086745482,0.028941460883773713,0.02901447
1976.5000333,-51.6679,-15.72117587603328,0.029123260197881144,0.02890034
1976.5833333,-79.4167,-15.6544306505311,0.029163275904364398,0.0287862
1976.6666333,-75.2425,-16.467508873627693,0.028953039088201602,0.02867207
1976.7500333,-69.7609,-45.892635107428845,0.11632684500512408,0.11543264
1976.8333333,-70.2791,-41.74385038362332,0.11603714402860203,0.11531851
1976.9166333,-66.7205,-39.90816894306461,0.11593725520230116,0.11520437
1977.0000333,-58.7775,-40.22963784559644,0.11595400753973324,0.11509024
1977.0833333,-59.6036,-39.4005657179726,0.11591134899950112,0.1149761
1977.1666333,-62.8144,-35.35248930302553,0.11572294585207253,0.11486197
1977.2500333,-61.0254,-29.545558845445758,0.11548638291341162,0.1147027
1977.3333333,-42.4671,-26.855253662058754,0.1153835916667593,0.11458856
1977.4166333,-32.9088,-29.560107381625624,0.11548694666268516,0.11447443
1977.5000333,-40.2738,-34.08345535750269,0.11566874597679257,0.11436029
1977.5833333,-43.3311,-35.02446784004017,0.11570876168327554,0.11424616
1977.6666333,-42.5422,-29.858314050762118,0.11549852486702301,0.11413202
1977.7500333,-42.3689,-26.406867623960657,-0.009774760875842343,-0.01017269
1977.8333333,-50.8109,-28.168662952923853,-0.009866989389051025,-0.01005855
1977.9166333,-53.6376,-26.304605305596425,-0.009769291318348677,-0.00994442
1978.0000333,-50.2337,-22.596694488575164,-0.00955495208391369,-0.00983028
1978.0833333,-54.7528,-20.414912274779734,-0.009400023727143004,-0.00971615
1978.1666333,-37.8104,-20.301827716470324,-0.00939083997756834,-0.00960201
1978.2500333,-28.9452,-20.794951494370547,-0.009429816019226208,-0.00948463
1978.3333333,-20.5414,-19.657092379236396,-0.009335020368876007,-0.0093705
1978.4166333,-12.8299,-17.552056423579373,-0.009034078475946939,-0.00925636
1978.5000333,-15.5033,-18.261168553817544,-0.00865469226483649,-0.00914223
1978.5833333,-13.3305,-20.240674486164036,-0.008417089661350827,-0.00902809
1978.6666333,-8.6192,-20.114671682147815,-0.008429739580507143,-0.00891396
1978.7500333,-13.3697,-23.95837367492423,0.07742823338901957,0.0781993
1978.8333333,-14.3508,-22.60530545458982,0.07713855655212262,0.07808517
1978.9166333,-6.6397,-22.243105961913233,0.07703866772582159,0.07797103
1979.0000333,11.225,-22.300238875802513,0.07705542006325364,0.0778569
1979.0833333,17.1668,-22.157599080425673,0.07701276152302164,0.07774276
1979.1666333,23.1854,-21.639631914148485,0.07682435837559316,0.07762863
1979.2500333,8.7423,-21.260769904132594,0.07658779543693221,0.07756027
1979.3333333,-12.0854,-21.202868037593486,0.07648500419027969,0.07744613
1979.4166333,-12.8361,-21.261279444365787,0.0765883591862054,0.077332
1979.5000333,-31.3564,-21.525015245917757,0.07677015850031282,0.07721786
1979.5833333,-38.2611,-21.608116836007834,0.07681017420679602,0.07710373
1979.6666333,-52.3967,-21.272188697960193,0.07659993739057422,0.07698959
1979.7500333,-49.994,-60.31878460626059,-0.05966706298545115,-0.0566162
1979.8333333,-46.2066,-58.30523784154323,-0.0597594381582697,-0.05650206
1979.9166333,-39.8038,-60.424584361534755,-0.05966174008756753,-0.05638793
1980.0000333,-31.6321,-63.658305314088416,-0.059447400853132465,-0.05627379
1980.0833333,-43.8449,-64.63549716380743,-0.05929247249636165,-0.05615966
1980.1666333,-47.9808,-64.65541999477931,-0.0592832887467873,-0.05604552
1980.2500333,-47.1169,-64.54123554840687,-0.05932226478844521,-0.05595624
1980.3333333,-43.9452,-64.68341002284562,-0.05922746913809521,-0.05584211
1980.4166333,-27.1582,-62.08993847737271,-0.0589265272451663,-0.05572797
1980.5000333,-21.6022,-52.88813361555373,-0.058547141034055825,-0.05561384
1980.5833333,1.1847,-44.72954202011133,-0.05830953843056994,-0.0554997
1980.6666333,8.9716,-45.193281546708505,-0.058322188349787106,-0.05538557
1980.7500333,14.6813,20.00503982182558,0.041031254675551396,0.04083388
1980.8333333,16.3911,20.0293968223967,0.040741734961822054,0.04071975
1980.9166333,28.4085,20.14216004365645,0.04064184613552148,0.04060561
1981.0000333,35.6565,20.120791245197537,0.040658598472953486,0.04049148
1981.0833333,43.5969,20.176696672527747,0.04061593993272115,0.04037734
1981.1666333,47.5373,20.446730034509145,0.04042753678529279,0.04026321
1981.2500333,43.0158,20.633353082380303,0.04019097384663195,0.04022874
1981.3333333,45.1868,20.57287165033882,0.040088182599979226,0.04011461
1981.4166333,63.2039,20.63338005020562,0.04019153759590536,0.04000047
1981.5000333,59.9131,20.51567366167129,0.04037333691001281,0.03988634
1981.5833333,45.4686,20.465666129643864,0.04041335261649542,0.0397722
1981.6666333,21.947,20.63327871799218,0.040203115800306014,0.03965807
1981.7500333,27.9638,0.20002469868371264,0.03345371901043013,0.03215522
1981.8333333,35.8267,0.9237840037100096,0.033163883996701296,0.03204109
1981.9166333,38.9973,0.38635863665915693,0.03306399517040031,0.03192695
1982.0000333,34.7062,0.5048182361628357,0.03308074750783236,0.03181282
1982.0833333,26.7998,0.1808778209296129,0.03303808896760031,0.03169868
1982.1666333,21.8163,-2.103492343142972,0.032849685820171795,0.03158455
1982.2500333,13.3712,-6.73650812712226,0.03261312288151086,0.03134646
1982.3333333,4.7723,-9.242730425943218,0.03251033163485839,0.03123232
1982.4166333,-7.3652,-6.723478159433428,0.03261368663078414,0.03111819
1982.5000333,-20.8105,-3.0046381480697297,0.03279548594489155,0.03100405
1982.5833333,-6.1788,-2.329328155822319,0.032835501651374666,0.03088992
1982.6666333,-9.7779,-6.457734222514631,0.03262526483514834,0.03077578
1982.7500333,-1.9157,3.1334889728133355,0.04368530668125673,0.04265431
1982.8333333,-6.5919,8.190925484700744,0.04339566535025574,0.04254018
1982.9166333,-8.7297,10.006705112503706,0.043295776523954985,0.04242604
1983.0000333,-3.3292,9.70297578481503,0.04331252886138707,0.04231191
1983.0833333,2.3022,10.474885348517663,0.043269870321154855,0.04219777
1983.1666333,6.0104,13.76773395825813,0.043081467173726615,0.04208364
1983.2500333,3.1799,17.37725951125007,0.042844904235065734,0.04201661
1983.3333333,27.8111,18.68209105029358,0.042742112988412816,0.04190247
1983.4166333,36.5961,17.36961463419481,0.04284546798433879,0.04178834
1983.5000333,44.8424,14.658329728321277,0.043027267298446276,0.0416742
1983.5833333,25.7811,14.003871626686244,0.0430672830049291,0.04156007
1983.6666333,-6.3572,17.211474509721462,0.04285704618878763,0.04144593
1983.7500333,-8.8803,-23.664101078869336,0.07737291339926862,0.07776872
1983.8333333,-12.0956,-22.397825987388874,0.0770831025095097,0.07765459
1983.9166333,-11.3879,-22.06428003708097,0.07698321368320918,0.07754045
1984.0000333,-3.9881,-22.116637953614717,0.0769999660206412,0.07742632
1984.0833333,-8.6651,-21.98614629672875,0.07695730748040883,0.07731218
1984.1666333,-7.0345,-21.522550644916663,0.07676890433298043,0.07719805
1984.2500333,-9.7887,-21.220705262299447,0.07653234139431961,0.07702058
1984.3333333,-18.389,-21.20233190358516,0.07642955014766696,0.07690645
1984.4166333,-46.0662,-21.221010355587374,0.07653290514359255,0.07679231
1984.5000333,-47.1283,-21.424328461401963,0.0767147044577,0.07667818
1984.5833333,-53.8826,-21.49527546693457,0.07675472016418333,0.07656404
1984.6666333,-58.7139,-21.22774801866747,0.07654448334794273,0.07644991
1984.7500333,-47.3146,-4.762694683894087,-0.056603053374086186,-0.05632773
1984.8333333,-39.4536,-4.699609998010498,-0.056695298593958394,-0.0562136
1984.9166333,-33.9004,-4.7731468366667995,-0.05659760052325634,-0.05609946
1985.0000333,-27.0398,-5.6830971539301665,-0.0563832612888213,-0.05598533
1985.0833333,-30.7175,-6.800484837355813,-0.0562283329320504,-0.05587119
1985.1666333,-22.8568,-6.874899478173283,-0.056219149182475975,-0.05575706
1985.2500333,-24.6886,-6.564394256841396,-0.05625812522413391,-0.05557604
1985.3333333,-22.7511,-7.341511731596871,-0.05616332957378333,-0.0554619
1985.4166333,-16.2752,-10.039086299929668,-0.05586238768085454,-0.05534777
1985.5000333,1.2775,-12.969967726024333,-0.05548300146974415,-0.05523363
1985.5833333,0.9841,-14.196911321266306,-0.05524539886625812,-0.0551195
1985.6666333,-21.3863,-14.143982194181804,-0.055258048785439225,-0.05500536
1985.7500333,-14.1416,-37.38816798830206,0.12188781690531512,0.12119462
1985.8333333,-20.2044,-35.31831131587366,0.12159834400608778,0.12108049
1985.9166333,-21.8057,-33.83999677193879,0.1214984551797871,0.12096635
1986.0000333,-18.5612,-34.11380393834988,0.12151520751721909,0.12085222
1986.0833333,-22.2395,-33.39667503915758,0.12147254897698684,0.12073808
1986.1666333,-16.918,-29.499412195508967,0.12128414582955857,0.12062395
1986.2500333,-18.7505,-23.26352232199955,0.1210475828908977,0.12056108
1986.3333333,-17.8905,-20.252517154521925,0.12094479164424486,0.12044694
1986.4166333,-6.1845,-23.27966883440597,0.1210481466401709,0.12033281
1986.5000333,0.829,-28.18298811437514,0.12122994595427838,0.12021867
1986.5833333,-7.6959,-29.162461860159848,0.12126996166076115,0.12010454
1986.6666333,-20.6054,-23.610231216622388,0.12105972484455085,0.1199904
1986.7500333,-8.2075,6.49573105810175,-0.0019852034630142637,-0.00129148
1986.8333333,-2.0402,7.156292110323681,-0.002077651218126347,-0.00117735
1986.9166333,5.2039,6.4563459965416055,-0.0019799531474238258,-0.00106321
1987.0000333,13.3709,4.752635270567475,-0.0017656139129888129,-0.00094908
1987.0833333,16.4611,3.5220608727612905,-0.0016106855562182491,-0.00083494
1987.1666333,24.5512,3.4523145928912267,-0.0016015018066437017,-0.00072081
1987.2500333,15.2565,3.7515872853118353,-0.0016404778483015282,-0.00069963
1987.3333333,13.5772,3.040462501736078,-0.00154568219795114,-0.00058549
1987.4166333,10.6672,1.3735355018533477,-0.001244740305022512,-0.00047136
1987.5000333,2.68,1.3151060414192859,-0.0008653540939120943,-0.00035722
1987.5833333,-7.6917,2.6483478926404214,-0.0006277514904258488,-0.00024309
1987.6666333,-4.2942,2.5520868165163275,-0.0006404014096554284,-0.00012895
1987.7500333,7.4876,7.7403236975952145,0.05937777863542195,0.06036869
1987.8333333,10.0389,14.428578434134621,0.05908824401569724,0.06025456
1987.9166333,10.4362,16.427401771922924,0.058988355189396366,0.06014042
1988.0000333,9.9102,16.10753795780167,0.05900510752682843,0.06002629
1988.0833333,13.615,16.908859646933895,0.0589624489865963,0.05991215
1988.1666333,7.9353,19.870795759323432,0.058774045839167705,0.05979802
1988.2500333,1.9476,22.041907137800184,0.058537482900506796,0.05975661
1988.3333333,10.4215,22.4034088606832,0.058434691653854454,0.05964248
1988.4166333,17.6646,22.038941556911208,0.058538046649780316,0.05952834
