 1.96200547580006E+03,-1.32527993162825E-01, 2.33208217397859E-02
 1.96200821370009E+03,-1.57309856728502E-01, 2.13513863773900E-02
 1.96201095160012E+03,-1.35198988592080E-01, 1.91287752128410E-02
 1.96201368950015E+03,-6.50783914339483E-02, 1.59673394006774E-02
 1.96201642740018E+03, 4.53708650344404E-02, 1.13862988663247E-02
 1.96201916530022E+03, 1.75612486206528E-01, 5.61890398332128E-03
 1.96202190320025E+03, 2.89657522407592E-01,-3.86408914644112E-04
 1.96202464110028E+03, 3.45098940546417E-01,-5.51594135859580E-03
 1.96202737900031E+03, 3.13679861928841E-01,-9.26174377820685E-03
 1.96203011690034E+03, 1.99129219478698E-01,-1.21754917845421E-02
 1.96203285480037E+03, 3.67712810347248E-02,-1.55856336535230E-02
 1.96203559270040E+03,-1.25559451240519E-01,-2.06471179618211E-02
 1.96203833060043E+03,-2.49763988983098E-01,-2.73445401157464E-02
 1.96204106850046E+03,-3.17123787497792E-01,-3.41817923392027E-02
 1.96204380640049E+03,-3.24180023965711E-01,-3.88143500034684E-02
 1.96204654430052E+03,-2.76134849734290E-01,-3.92197653031307E-02
 1.96204928220055E+03,-1.86419068389120E-01,-3.46806565285774E-02
 1.96205202010058E+03,-7.87252846685915E-02,-2.60370076251492E-02
 1.96205475800062E+03, 1.79922960491166E-02,-1.51512719424929E-02
 1.96205749590065E+03, 8.27988518444346E-02,-3.99797309234420E-03
 1.96206023380068E+03, 1.13369894939023E-01, 6.04136459581624E-03
 1.96206297170071E+03, 1.22440919373542E-01, 1.43303228927605E-02
 1.96206570960074E+03, 1.22258681810865E-01, 2.06774815863683E-02
 1.96206844750077E+03, 1.12119865317600E-01, 2.49859891596343E-02
 1.96207118540080E+03, 8.13254241925588E-02, 2.71852054850956E-02
 1.96207392330083E+03, 2.39107643427866E-02, 2.74337204518907E-02
 1.96207666120086E+03,-5.01879401358885E-02, 2.62796695357206E-02
 1.96207939910089E+03,-1.17997823027064E-01, 2.44811834435535E-02
 1.96208213700092E+03,-1.55989248605695E-01, 2.25367493636793E-02
 1.96208487490095E+03,-1.49788105235433E-01, 2.03256848052738E-02
 1.96208761280098E+03,-9.52542800209232E-02, 1.72309768415071E-02
 1.96209035070101E+03, 3.47781458197130E-03, 1.27046491932012E-02
 1.96209308860105E+03, 1.31489116816301E-01, 6.84348489813406E-03
 1.96209582650108E+03, 2.58312712444161E-01, 5.22455632408555E-04
 1.96209856440111E+03, 3.41584985719359E-01,-5.05312282455080E-03
 1.96210130230114E+03, 3.44491637646704E-01,-9.12474534472941E-03
 1.96210404020117E+03, 2.57240117999299E-01,-1.19736093018213E-02
 1.96210677810120E+03, 1.04942603546269E-01,-1.48418274481747E-02
 1.96210951600123E+03,-6.56957390137560E-02,-1.91014218208135E-02
 1.96211225390126E+03,-2.10071072585296E-01,-2.51740853353454E-02
 1.96211499180129E+03,-3.01486486222130E-01,-3.19719395217641E-02
 1.96211772970132E+03,-3.31397655831984E-01,-3.72888634403730E-02
 1.96212046760135E+03,-3.02188379043875E-01,-3.88994282749798E-02
 1.96212320550138E+03,-2.24145282696143E-01,-3.56700779770748E-02
 1.96212594340141E+03,-1.17727197737288E-01,-2.80413077694920E-02
 1.96212868130145E+03,-1.20068514809744E-02,-1.76785048599040E-02
 1.96213141920148E+03, 6.65450967799320E-02,-6.59922285767294E-03
 1.96213415710151E+03, 1.07776962908443E-01, 3.64228172072122E-03
 1.96213689500154E+03, 1.20509265457933E-01, 1.22641399405207E-02
 1.96213963290157E+03, 1.20001016943856E-01, 1.90376070581925E-02
 1.96214237080160E+03, 1.11886270283354E-01, 2.38948748638550E-02
 1.96214510870163E+03, 8.84345478939785E-02, 2.67560608088937E-02
 1.96214784660166E+03, 4.02595412995709E-02, 2.76733638355373E-02
 1.96215058450169E+03,-2.91955649609205E-02, 2.70414755833462E-02
 1.96215332240172E+03,-1.00842496636081E-01, 2.55346213498654E-02
 1.96215606030175E+03,-1.50147279702599E-01, 2.37044278266022E-02
 1.96215879820178E+03,-1.59158806056183E-01, 2.15640193120669E-02
 1.96216153610181E+03,-1.20542102353768E-01, 1.85798804543779E-02
 1.96216427400185E+03,-3.54675528003410E-02, 1.41559331350488E-02
 1.96216701190188E+03, 8.59654923840804E-02, 8.25027261040902E-03
 1.96216974980191E+03, 2.19511186600407E-01, 1.63582347773792E-03
 1.96217248770194E+03, 3.25699933186751E-01,-4.42892429078312E-03
 1.96217522560197E+03, 3.62407165106025E-01,-8.95331970491215E-03
