 1.90433330000000E+03,  9.00646822115884E+00,  2.14693000000000E+01, -4.76086409333191E-02,  1.00000000000000E-02,  1.07953168884510E+07,  7.78286856784408E+02
 1.90441670000000E+03,  6.72468107082630E+00,  1.22100000000000E+01, -4.71794738467674E-02,  1.90000000000000E-01,  1.07527139261774E+07,  8.45889180772747E+03
 1.90450000000000E+03,  5.82163501212144E+00,  5.45070000000000E+00, -4.70691569804153E-02,  3.70000000000000E-01,  1.05585582606723E+07,  3.77645574955905E+04
 1.90458330000000E+03,  6.61520529912563E+00,  2.02470000000000E+00, -4.69588401140631E-02,  5.50000000000000E-01,  1.03661449044800E+07,  6.26191025177464E+04
 1.90466670000000E+03,  8.35685514237700E+00, -6.40120000000000E+00, -4.68485232477109E-02,  7.30000000000000E-01,  1.01013929484918E+07,  9.09690147742034E+04
 1.90475000000000E+03,  1.00727262058824E+01, -1.48272000000000E+01, -4.67382063813587E-02,  9.10000000000000E-01,  9.76767621846593E+06,  1.17764188666247E+05
 1.90483330000000E+03,  1.08323767877774E+01, -2.07532000000000E+01, -4.66278895150065E-02,  1.09000000000000E+00,  9.36992825722903E+06,  1.37930806547958E+05
 1.90491670000000E+03,  1.03246720278967E+01, -2.66791000000000E+01,  6.89240843595407E-02,  1.27000000000000E+00,  8.91500271815147E+06,  1.47233933649122E+05
 1.90500000000000E+03,  8.39198358872177E+00, -3.17718000000000E+01,  6.88137674931885E-02,  1.45000000000000E+00,  8.41202125237922E+06,  1.43158533891161E+05
 1.90508330000000E+03,  5.50742171559411E+00, -2.76978000000000E+01,  6.87034506268363E-02,  1.63000000000000E+00,  7.87266591159257E+06,  1.25728564873869E+05
 1.90516670000000E+03,  1.98316608041558E+00, -2.27904000000000E+01,  6.85931337604841E-02,  1.81000000000000E+00,  7.31137446507054E+06,  9.81861862730894E+04
 1.90525000000000E+03, -3.53913276261260E+00, -1.95497000000000E+01,  6.84828168941320E-02,  1.99000000000000E+00,  6.74540171142071E+06,  6.74615537791249E+04
 1.90533330000000E+03, -1.04858713186040E+01, -2.13090000000000E+01,  6.83725000277798E-02,  2.17000000000000E+00,  6.19471756512876E+06,  4.43776099589891E+04
 1.90541670000000E+03, -1.80252409277496E+01, -1.80683000000000E+01,  6.70326159730674E-02,  2.35000000000000E+00,  5.68172291203956E+06,  4.35527581314725E+04
 1.90550000000000E+03, -2.19186726340268E+01, -1.64943000000000E+01,  6.69222991067153E-02,  2.53000000000000E+00,  5.23077626939322E+06,  8.29860125774110E+04
 1.90558330000000E+03, -2.22503658975748E+01, -1.82536000000000E+01,  6.68119822403631E-02,  2.71000000000000E+00,  4.86753733392836E+06,  1.83332610911581E+05
 1.90566670000000E+03, -1.96646364964014E+01, -2.16796000000000E+01,  6.67016653740109E-02,  2.89000000000000E+00,  4.61814665749896E+06,  3.66901471030402E+05
 1.90575000000000E+03, -1.52161744451744E+01, -2.26055000000000E+01,  6.65913485076587E-02,  3.07000000000000E+00,  4.50827304090646E+06,  6.56427580828084E+05
 1.90583330000000E+03, -9.60487532325084E+00, -2.51982000000000E+01,  6.64810316413065E-02,  3.25000000000000E+00,  4.56207091975740E+06,  1.07369083668700E+06
 1.90591670000000E+03, -3.51462343446465E+00, -2.77908000000000E+01,  2.31128040333105E-02,  3.43000000000000E+00,  4.80109827695671E+06,  1.63806663114805E+06
 1.90600000000000E+03, -3.85736140697677E-01, -3.03835000000000E+01,  2.30024871669584E-02,  3.61000000000000E+00,  5.24325086229232E+06,  2.36510158575812E+06
 1.90608330000000E+03, -1.67023310554767E-01, -2.88094000000000E+01,  2.28921703006062E-02,  3.79000000000000E+00,  5.90177034006519E+06,  3.26520958221239E+06
 1.90616670000000E+03, -2.03260069636100E+00, -3.39021000000000E+01,  2.27818534342540E-02,  3.97000000000000E+00,  6.78438225916399E+06,  4.34257845723333E+06
 1.90625000000000E+03, -3.58569890039282E+00, -3.64947000000000E+01,  2.26715365679018E-02,  4.15000000000000E+00,  7.89261452371427E+06,  5.59436664729265E+06
 1.90633330000000E+03, -3.92925347105709E+00, -3.82540000000000E+01,  2.25612197015496E-02,  4.33000000000000E+00,  9.22133864648235E+06,  7.01025239437356E+06
 1.90641670000000E+03, -3.03926837532524E+00, -3.41800000000000E+01,  2.40033166107482E-02,  4.51000000000000E+00,  1.07585650118178E+07,  8.57237694457172E+06
 1.90650000000000E+03, -1.21012109787515E+00, -3.51060000000000E+01,  2.38929997443960E-02,  4.69000000000000E+00,  1.24855103535899E+07,  1.02556988975401E+07
 1.90658330000000E+03,  7.98433128652336E-01, -2.76986000000000E+01,  2.37826828780438E-02,  4.87000000000000E+00,  1.43769414844898E+07,  1.20287511271324E+07
 1.90666670000000E+03,  2.47902269502312E+00, -1.86246000000000E+01,  2.36723660116917E-02,  5.05000000000000E+00,  1.64017848822848E+07,  1.38547662289329E+07
 1.90675000000000E+03,  3.47838544757520E+00, -8.71720000000000E+00,  2.35620491453395E-02,  5.23000000000000E+00,  1.85239779392479E+07,  1.56931129802686E+07
 1.90683330000000E+03,  3.65060430364864E+00,  2.85680000000000E+00,  2.34517322789873E-02,  5.41000000000000E+00,  2.07035253526714E+07,  1.75009664087999E+07
 1.90691670000000E+03,  3.02947922553304E+00,  1.19309000000000E+01,  2.31365119994536E-02,  5.59000000000000E+00,  2.28977140073189E+07,  1.92351190967742E+07
 1.90700000000000E+03,  1.68617091541225E+00,  1.60049000000000E+01,  2.30261951331014E-02,  5.77000000000000E+00,  2.50624323482078E+07,  2.08538323003617E+07
 1.90708330000000E+03, -1.96132469909855E-01,  1.84122000000000E+01,  2.29158782667493E-02,  5.95000000000000E+00,  2.71535360450203E+07,  2.23186229302508E+07
 1.90716670000000E+03, -2.49076017677531E+00,  2.91529000000000E+01,  2.28055614003971E-02,  6.13000000000000E+00,  2.91282008744013E+07,  2.35958865663774E+07
 1.90725000000000E+03, -4.74091146504158E+00,  2.82270000000000E+01,  2.26952445340449E-02,  6.31000000000000E+00,  3.09462061399322E+07,  2.46582671562679E+07
 1.90733330000000E+03, -6.45649221958748E+00,  2.56343000000000E+01,  2.25849276676927E-02,  6.49000000000000E+00,  3.25710973476018E+07,  2.54857001314725E+07
 1.90741670000000E+03, -6.86115556847349E+00,  1.72084000000000E+01,  2.08679076691498E-02,  6.67000000000000E+00,  3.39711848067464E+07,  2.60660762514680E+07
 1.90750000000000E+03, -5.85167662113507E+00,  1.96157000000000E+01,  2.07575908027976E-02,  6.85000000000000E+00,  3.51203447329284E+07,  2.63954971344665E+07
 1.90758330000000E+03, -3.51926948557409E+00,  1.78564000000000E+01,  2.06472739364454E-02,  7.03000000000000E+00,  3.59986005876106E+07,  2.64781185499105E+07
 1.90766670000000E+03, -5.99901366365887E-01,  2.10971000000000E+01,  2.05369570700932E-02,  7.21000000000000E+00,  3.65924740474038E+07,  2.63256024373312E+07
 1.90775000000000E+03,  3.80680373493682E+00,  3.01711000000000E+01,  2.04266402037411E-02,  7.39000000000000E+00,  3.68951064058430E+07,  2.59562216281279E+07
 1.90783330000000E+03,  9.07896572681186E+00,  3.00785000000000E+01,  2.03163233373889E-02,  7.57000000000000E+00,  3.69061616837691E+07,  2.53936808816503E+07
 1.90791670000000E+03,  1.44647284446048E+01,  2.91525000000000E+01,  3.83899940688633E-02,  7.75000000000000E+00,  3.66315316762299E+07,  2.46657328625669E+07
 1.90800000000000E+03,  1.65562717155142E+01,  3.65599000000000E+01,  3.82796772025111E-02,  7.93000000000000E+00,  3.60828701528684E+07,  2.38026771817260E+07
 1.90808330000000E+03,  1.51796305664239E+01,  3.81339000000000E+01,  3.81693603361589E-02,  8.11000000000000E+00,  3.52769881820839E+07,  2.28358340961657E+07
 1.90816670000000E+03,  1.16269926123584E+01,  3.30413000000000E+01,  3.80590434698068E-02,  8.29000000000000E+00,  3.42351449744388E+07,  2.17960818436654E+07
 1.90825000000000E+03,  1.17626580394216E+01,  3.46153000000000E+01,  3.79487266034546E-02,  8.47000000000000E+00,  3.29822688237712E+07,  2.07125382290309E+07
 1.90833330000000E+03,  1.66289117989235E+01,  4.61893000000000E+01,  3.78384097371024E-02,  8.65000000000000E+00,  3.15461409133285E+07,  1.96114537342974E+07
 1.90841670000000E+03,  2.57178930278785E+01,  5.10967000000000E+01,  3.91398803184749E-02,  8.82999999999999E+00,  2.99565713307899E+07,  1.85153661789559E+07
 1.90850000000000E+03,  3.19680696646388E+01,  5.68374000000000E+01,  3.90295634521227E-02,  9.00999999999999E+00,  2.82445920774945E+07,  1.74425471452840E+07
 1.90858330000000E+03,  3.46498628543538E+01,  5.17447000000000E+01,  3.89192465857705E-02,  9.18999999999999E+00,  2.64416866913182E+07,  1.64067494928750E+07
 1.90866670000000E+03,  3.35206116759262E+01,  4.49854000000000E+01,  3.88089297194183E-02,  9.36999999999999E+00,  2.45790708600102E+07,  1.54172448382527E+07
 1.90875000000000E+03,  3.08175409764989E+01,  3.90595000000000E+01,  3.86986128530661E-02,  9.54999999999999E+00,  2.26870335691098E+07,  1.44791213179996E+07
 1.90883330000000E+03,  2.69575232598642E+01,  3.56335000000000E+01,  3.85882959867140E-02,  9.72999999999999E+00,  2.07943443069240E+07,  1.35937965547275E+07
 1.90891670000000E+03,  2.28113295298917E+01,  3.63742000000000E+01, -8.50464104141879E-02,  9.90999999999999E+00,  1.89277289205491E+07,  1.27596895008746E+07
 1.90900000000000E+03,  2.10637001066700E+01,  3.04482000000000E+01, -8.49360935478357E-02,  1.00900000000000E+01,  1.71114150223648E+07,  1.19729884014198E+07
 1.90908330000000E+03,  2.18710044778310E+01,  3.03556000000000E+01, -8.48257766814835E-02,  1.02700000000000E+01,  1.53667473759361E+07,  1.12284507650728E+07
 1.90916670000000E+03,  2.43011425968386E+01,  3.19296000000000E+01, -8.47154598151313E-02,  1.04500000000000E+01,  1.37118742876782E+07,  1.05201748388856E+07
 1.90925000000000E+03,  2.60293030611493E+01,  3.26703000000000E+01, -8.46051429487792E-02,  1.06300000000000E+01,  1.21615074113319E+07,  9.84229013752068E+06
 1.90933330000000E+03,  2.63258744332191E+01,  3.09110000000000E+01, -8.44948260824270E-02,  1.08100000000000E+01,  1.07267591529260E+07,  9.18952624468909E+06
 1.90941670000000E+03,  2.58824717576890E+01,  3.58183000000000E+01, -8.48259394494236E-02,  1.09900000000000E+01,  9.41506360177093E+06,  8.55763327583980E+06
 1.90950000000000E+03,  2.62029546355549E+01,  3.65590000000000E+01, -8.47156225830714E-02,  1.11700000000000E+01,  8.23018815163384E+06,  7.94364279041762E+06
 1.90958330000000E+03,  2.80110578015205E+01,  4.15497000000000E+01, -8.46053057167192E-02,  1.13500000000000E+01,  7.17234329335986E+06,  7.34597322223237E+06
 1.90966670000000E+03,  3.09083195038362E+01,  4.88738000000000E+01, -8.44949888503670E-02,  1.15300000000000E+01,  6.23839711413903E+06,  6.76439775061557E+06
 1.90975000000000E+03,  3.49623097409428E+01,  5.17811000000000E+01, -8.43846719840149E-02,  1.17100000000000E+01,  5.42219860879806E+06,  6.19990380087223E+06
 1.90983330000000E+03,  3.98338201740039E+01,  5.92718000000000E+01, -8.42743551176627E-02,  1.18900000000000E+01,  4.71500992649843E+06,  5.65448111636174E+06
 1.90991670000000E+03,  4.55076260876267E+01,  6.01792000000000E+01,  9.67115542986999E-02,  1.20700000000000E+01,  4.10604224430114E+06,  5.13087897595232E+06
 1.91000000000000E+03,  5.01482425811018E+01,  6.50032000000000E+01,  9.66012374323477E-02,  1.22500000000000E+01,  3.58308335406281E+06,  4.63237239246743E+06
 1.91008330000000E+03,  5.34317017373605E+01,  6.75772000000000E+01,  9.64909205659955E-02,  1.24300000000000E+01,  3.13319771081550E+06,  4.16257215745120E+06
 1.91016670000000E+03,  5.51147972060397E+01,  6.54846000000000E+01,  9.63806036996433E-02,  1.26100000000000E+01,  2.74347219482893E+06,  3.72530490748301E+06
 1.91025000000000E+03,  5.58772872530477E+01,  6.09753000000000E+01,  9.62702868332911E-02,  1.27900000000000E+01,  2.40177385675582E+06,  3.32457782497913E+06
 1.91033330000000E+03,  5.57234525863764E+01,  5.75493000000000E+01,  9.61599699669389E-02,  1.29700000000000E+01,  2.09748015964917E+06,  2.96462926755575E+06
 1.91041670000000E+03,  5.46270628178022E+01,  5.74567000000000E+01,  9.60384849112094E-02,  1.31500000000000E+01,  1.82213840118604E+06,  2.65005283840803E+06
 1.91050000000000E+03,  5.26529683625901E+01,  6.30307000000000E+01,  9.59281680448572E-02,  1.33300000000000E+01,  1.57000971381904E+06,  2.38596953203943E+06
 1.91058330000000E+03,  4.98618828249649E+01,  6.71881000000000E+01,  9.58178511785050E-02,  1.35100000000000E+01,  1.33845478089634E+06,  2.17821194007968E+06
 1.91066670000000E+03,  4.68855321053239E+01,  7.02621000000000E+01,  9.57075343121528E-02,  1.36900000000000E+01,  1.12812346214507E+06,  2.03347725176198E+06
 1.91075000000000E+03,  4.51935953564799E+01,  6.90861000000000E+01,  9.55972174458006E-02,  1.38700000000000E+01,  9.42918947550715E+05,  1.95940284639031E+06
 1.91083330000000E+03,  4.55043490071976E+01,  6.77435000000000E+01,  9.54869005794484E-02,  1.40500000000000E+01,  7.89718649647473E+05,  1.96452022145164E+06
 1.91091670000000E+03,  4.75019300642304E+01,  7.42342000000000E+01,  1.21168017923100E-02,  1.42300000000000E+01,  6.77848327606173E+05,  2.05804999711839E+06
 1.91100000000000E+03,  4.90192355897418E+01,  7.47249000000000E+01,  1.20064849259578E-02,  1.44100000000000E+01,  6.18322183682908E+05,  2.24951251912376E+06
 1.91108330000000E+03,  4.94838131353636E+01,  7.24656000000000E+01,  1.18961680596057E-02,  1.45900000000000E+01,  6.22878932254009E+05,  2.54814444989285E+06
 1.91116670000000E+03,  4.88956627530480E+01,  7.86229000000000E+01,  1.17858511932535E-02,  1.47700000000000E+01,  7.02860991887527E+05,  2.96213060102096E+06
 1.91133330000000E+03,  4.85280070813399E+01,  8.64377000000000E+01,  1.16755343269013E-02,  1.49500000000000E+01,  8.67999767807810E+05,  3.49768070271729E+06
 1.91141670000000E+03,  4.85761522655103E+01,  8.60117000000000E+01,  1.22301928587305E-02,  1.51300000000000E+01,  1.12518323091366E+06,  4.15800118422101E+06
 1.91150000000000E+03,  4.90400982928365E+01,  8.35857000000000E+01,  1.21198759923783E-02,  1.53100000000000E+01,  1.47729148278622E+06,  4.94223060120574E+06
 1.91158330000000E+03,  4.92966033428171E+01,  7.63264000000000E+01,  1.20095591260262E-02,  1.54900000000000E+01,  1.92219070328703E+06,  5.84442236271746E+06
