 1915.9166  0.965843E-01
 1916.0000  0.181618E-01
 1916.0834 -0.218042    
 1916.1666 -0.159048    
 1916.2500 -0.107670E-01
 1916.3334  0.243116    
 1916.4166  0.908985E-01
 1916.5000 -0.577393    
 1916.5834 -0.964277    
 1916.6666  -1.05649    
 1916.7500 -0.859869    
 1916.8334  -1.12629    
 1916.9166 -0.892395    
 1917.0000 -0.857168    
 1917.0834 -0.524712    
 1917.1666 -0.496639    
 1917.2500 -0.443977    
 1917.3334 -0.602184    
 1917.4166 -0.476313    
 1917.5000 -0.375042    
 1917.5834 -0.217657    
 1917.6666 -0.334047    
 1917.7500 -0.149889    
 1917.8334 -0.451368    
 1917.9166 -0.489086    
 1918.0000 -0.574318    
 1918.0834 -0.567802    
 1918.1666 -0.535738    
 1918.2500 -0.450357    
 1918.3334 -0.355003    
 1918.4166  0.158482E-01
 1918.5000 -0.175093    
 1918.5834  0.764122E-01
 1918.6666  0.316593    
 1918.7500  0.529972    
 1918.8334  0.589743    
 1918.9166  0.608543    
 1919.0000  0.868652    
 1919.0834  0.707529    
 1919.1666  0.774151    
 1919.2500  0.674383    
 1919.3334  0.628027    
 1919.4166  0.419878    
 1919.5000  0.172256    
 1919.5834  0.393253    
 1919.6666  0.246523    
 1919.7500 -0.919991E-01
 1919.8334 -0.498238    
 1919.9166  0.150724    
 1920.0000  0.146893    
 1920.0834  0.158289    
 1920.1666  0.208431    
 1920.2500 -0.593872E-01
 1920.3334  0.485764E-01
 1920.4166  0.282997    
 1920.5000  0.269127    
 1920.5834  0.240013    
 1920.6666  0.229372    
 1920.7500  0.588482    
 1920.8334 -0.920372E-01
 1920.9166 -0.409986    
 1921.0000 -0.573864E-01
 1921.0834 -0.510561    
 1921.1666 -0.943409    
 1921.2500 -0.259727    
 1921.3334 -0.678164    
 1921.4166 -0.477242    
 1921.5000 -0.291573    
 1921.5834  0.216522E-01
 1921.6666 -0.225758    
 1921.7500 -0.432987E-01
 1921.8334 -0.531218    
 1921.9166 -0.429554E-01
 1922.0000 -0.339907    
 1922.0834  0.864983E-01
 1922.1666  0.114521    
 1922.2500 -0.300047    
 1922.3334  0.917168E-01
 1922.4166 -0.318092    
 1922.5000  0.511169E-01
 1922.5834 -0.232677    
 1922.6666 -0.219858    
 1922.7500 -0.316519    
 1922.8334 -0.136559    
 1922.9166 -0.541246    
 1923.0000 -0.228178    
 1923.0834 -0.287352    
 1923.1666 -0.154669    
 1923.2500  0.709629E-01
 1923.3334 -0.115284    
 1923.4166 -0.138422    
 1923.5000 -0.269093    
 1923.5834  0.724621E-01
 1923.6666  0.309292    
 1923.7500  0.543051    
 1923.8334  0.648922    
 1923.9166  0.448673    
 1924.0000  0.240482    
 1924.0834  0.240438    
 1924.1666  0.320862    
 1924.2500  0.296230E-01
 1924.3334 -0.432634    
 1924.4166 -0.185602    
 1924.5000 -0.386463    
 1924.5834 -0.564707    
 1924.6666 -0.587017    
