 1.96200547580006E+03	 2.10397399063001E-02
 1.96200821370009E+03	 1.77651852677447E-02
 1.96201095160012E+03	 1.48475679365239E-02
 1.96201368950015E+03	 1.17184380421352E-02
 1.96201642740018E+03	 7.60019566887763E-03
 1.96201916530022E+03	 2.17844036704340E-03
 1.96202190320025E+03	-4.01037910491935E-03
 1.96202464110028E+03	-9.80552321157251E-03
 1.96202737900031E+03	-1.41925632622383E-02
 1.96203011690034E+03	-1.71164986220872E-02
 1.96203285480037E+03	-1.96723765716850E-02
 1.96203559270040E+03	-2.33738771126086E-02
 1.96203833060043E+03	-2.89270198513180E-02
 1.96204106850046E+03	-3.54017769045207E-02
 1.96204380640049E+03	-4.04442483462922E-02
 1.96204654430052E+03	-4.14295235527837E-02
 1.96204928220055E+03	-3.68392782610016E-02
 1.96205202010058E+03	-2.70512817425984E-02
 1.96205475800062E+03	-1.41214921853916E-02
 1.96205749590065E+03	-7.56225795045234E-04
 1.96206023380068E+03	 1.08516519862930E-02
 1.96206297170071E+03	 1.96366005698826E-02
 1.96206570960074E+03	 2.55079608097290E-02
 1.96206844750077E+03	 2.87812432370954E-02
 1.96207118540080E+03	 2.97488853272239E-02
 1.96207392330083E+03	 2.86753980845457E-02
 1.96207666120086E+03	 2.60407906456248E-02
 1.96207939910089E+03	 2.26196007586689E-02
 1.96208213700092E+03	 1.91767700255514E-02
 1.96208487490095E+03	 1.59959174138841E-02
 1.96208761280098E+03	 1.26906400338449E-02
 1.96209035070101E+03	 8.53796422578674E-03
 1.96209308860105E+03	 3.12650266200157E-03
 1.96209582650108E+03	-3.16081512610436E-03
 1.96209856440111E+03	-9.22326226350741E-03
 1.96210130230114E+03	-1.39153404741103E-02
 1.96210404020117E+03	-1.69126960154340E-02
 1.96210677810120E+03	-1.91079043621024E-02
 1.96210951600123E+03	-2.20932161912760E-02
 1.96211225390126E+03	-2.69655854280281E-02
 1.96211499180129E+03	-3.32899177155652E-02
 1.96211772970132E+03	-3.90056765511280E-02
 1.96212046760135E+03	-4.13904031803061E-02
 1.96212320550138E+03	-3.84795098581673E-02
 1.96212594340141E+03	-3.00898893562457E-02
 1.96212868130145E+03	-1.78820881400203E-02
 1.96213141920148E+03	-4.49358516157237E-03
 1.96213415710151E+03	 7.66945083264812E-03
 1.96213689500154E+03	 1.72408299510090E-02
 1.96213963290157E+03	 2.39297910092259E-02
 1.96214237080160E+03	 2.80026239548900E-02
 1.96214510870163E+03	 2.97635719674415E-02
 1.96214784660166E+03	 2.94315220569995E-02
 1.96215058450169E+03	 2.73573747436676E-02
 1.96215332240172E+03	 2.41941112006569E-02
 1.96215606030175E+03	 2.07080645220093E-02
 1.96215879820178E+03	 1.73265214889671E-02
 1.96216153610181E+03	 1.38454561938086E-02
 1.96216427400185E+03	 9.62755175015779E-03
 1.96216701190188E+03	 4.19727975559223E-03
 1.96216974980191E+03	-2.20740598176884E-03
 1.96217248770194E+03	-8.56869514662370E-03
 1.96217522560197E+03	-1.36444645574585E-02
 1.96217796350200E+03	-1.68467990131081E-02
 1.96218070140203E+03	-1.88144118226225E-02
 1.96218343930206E+03	-2.11288018463998E-02
 1.96218617720209E+03	-2.52133166531084E-02
 1.96218891510212E+03	-3.11430686097946E-02
 1.96219165300215E+03	-3.72459792539741E-02
 1.96219439090218E+03	-4.08236942753736E-02
 1.96219712880221E+03	-3.95473614152393E-02
 1.96219986670224E+03	-3.26763434642257E-02
 1.96220260460228E+03	-2.14072900347168E-02
 1.96220534250231E+03	-8.21471909470405E-03
 1.96220808040234E+03	 4.34617179752825E-03
 1.96221081830237E+03	 1.46162322532161E-02
 1.96221355620240E+03	 2.20737639736689E-02
 1.96221629410243E+03	 2.69087833270990E-02
 1.96221903200246E+03	 2.94426087073528E-02
 1.96222176990249E+03	 2.98781746808537E-02
 1.96222450780252E+03	 2.84567874345360E-02
 1.96222724570255E+03	 2.56913844059039E-02
 1.96222998360258E+03	 2.22996556816779E-02
 1.96223272150261E+03	 1.88062896056864E-02
 1.96223545940264E+03	 1.51777595931091E-02
 1.96223819730268E+03	 1.08848577548218E-02
 1.96224093520271E+03	 5.41928908253172E-03
 1.96224367310274E+03	-1.11334161892527E-03
 1.96224641100277E+03	-7.79602997212126E-03
 1.96224914890280E+03	-1.33250989209690E-02
 1.96225188680283E+03	-1.68647342067028E-02
 1.96225462470286E+03	-1.87610716435137E-02
 1.96225736260289E+03	-2.04970368536982E-02
 1.96226010050292E+03	-2.37408580301065E-02
 1.96226283840295E+03	-2.90666611330266E-02
 1.96226557630298E+03	-3.52676424041412E-02
 1.96226831420301E+03	-3.97922052288649E-02
 1.96227105210304E+03	-4.00474288784066E-02
 1.96227379000308E+03	-3.47628523396359E-02
 1.96227652790311E+03	-2.46204295389354E-02
 1.96227926580314E+03	-1.18404176099063E-02
 1.96228200370317E+03	 9.47849027062148E-04
 1.96228474160320E+03	 1.18137123541381E-02
 1.96228747950323E+03	 1.99796591941363E-02
